x,y,z,wss_cfd,wss_pred,err_wss,abs_err_wss
37.490424,9.4411585,54.322004,9.5706511,6.4146137,-3.1560373,3.1560373
43.563179,10.839995,53.955481,1.0084896,6.5257702,5.5172806,5.5172806
-54.343497,13.351777,59.568229,5.7645054,7.7437944,1.9792891,1.9792891
36.255927,12.997115,54.338547,10.28836,6.476985,-3.8113747,3.8113747
-52.705598,12.38347,59.40247,5.4464588,7.6461353,2.1996765,2.1996765
-50.216339,13.848895,59.262895,5.2130427,7.6840649,2.4710221,2.4710221
40.582554,8.7420948,53.972042,10.059268,6.3904371,-3.6688309,3.6688309
-51.635438,12.550037,59.272809,5.8688092,7.6019807,1.7331715,1.7331715
36.680232,10.101921,53.995926,9.7891665,6.4304576,-3.3587089,3.3587089
-53.780956,12.4633,59.16786,6.065959,7.6811709,1.615212,1.615212
44.312257,12.545143,53.523874,0.85692459,6.5508051,5.6938805,5.6938805
42.908916,10.106692,53.548743,2.0212805,6.4645796,4.4432991,4.4432991
36.094715,11.934378,53.943442,9.8607359,6.5185795,-3.3421564,3.3421564
-55.643691,14.735216,59.215187,6.2327585,7.820632,1.5878735,1.5878735
36.666113,14.871199,53.929381,8.3045368,6.5568156,-1.7477212,1.7477212
-50.664087,12.878615,58.87663,6.4311113,7.6342282,1.2031169,1.2031169
-49.16476,15.471523,58.803601,5.2139788,7.7373743,2.5233955,2.5233955
41.537227,8.9617795,53.516835,7.9107561,6.4548149,-1.4559412,1.4559412
38.77697,8.2387131,53.589327,9.0462494,6.3885527,-2.6576967,2.6576967
37.752336,8.5928508,53.622044,8.7663097,6.4592319,-2.3070779,2.3070779
-55.220941,13.70559,58.973761,6.1651454,7.7337999,1.5686545,1.5686545
-52.113708,11.699702,58.757746,6.2836599,7.6376028,1.3539429,1.3539429
-49.447208,14.366953,58.589192,4.7685304,7.6713758,2.9028454,2.9028454
43.897655,11.55543,53.210735,0.64833951,6.5432158,5.8948762,5.8948762
39.841416,8.1175961,53.364449,9.2408495,6.4060655,-2.834784,2.834784
-53.185287,11.656275,58.684946,6.8000879,7.669795,0.86970711,0.86970711
36.267459,13.844903,53.576437,9.9096842,6.5315323,-3.3781519,3.3781519
36.054475,10.870439,53.506951,9.3225088,6.4733152,-2.8491936,2.8491936
36.841538,9.151658,53.427867,8.8398485,6.4623394,-2.3775091,2.3775091
-51.112297,11.94267,58.477209,6.9618177,7.6256781,0.66386032,0.66386032
-54.723924,12.74138,58.668965,6.7632804,7.7143984,0.95111799,0.95111799
42.323049,9.3996464,52.987554,4.6537971,6.4805198,1.8267226,1.8267226
-49.829111,13.321832,58.300257,6.4864163,7.662466,1.1760497,1.1760497
43.357823,10.699686,52.896285,1.0496018,6.4882641,5.4386623,5.4386623
40.866473,8.2472538,52.963513,8.4822636,6.3974862,-2.0847774,2.0847774
44.193159,13.363004,52.836961,0.5877763,6.5757923,5.988016,5.988016
35.950766,12.794163,53.223106,9.9759159,6.6134706,-3.3624454,3.3624454
-54.179809,11.823681,58.31695,7.8953333,7.6844096,-0.21092367,0.21092367
37.087897,15.580059,53.164512,7.115078,6.6201119,-0.49496603,0.49496603
-52.583556,10.956551,58.134263,8.1882029,7.621419,-0.56678391,0.56678391
-56.149408,15.279048,58.384425,5.8972974,7.7798076,1.8825102,1.8825102
36.115327,9.8459665,53.019824,8.293232,6.508152,-1.78508,1.78508
-50.229425,12.316093,57.978695,8.1584263,7.6069627,-0.5514636,0.5514636
-48.766154,16.111092,57.925481,5.1780419,7.6863852,2.5083432,2.5083432
42.873512,9.9503989,52.602635,2.389787,6.4114361,4.0216491,4.0216491
-51.589257,11.113625,58.005677,8.5686979,7.5892267,-0.97947121,0.97947121
38.006725,7.8085055,52.830054,7.6099563,6.4954519,-1.1145043,1.1145043
-55.867886,14.201693,58.214211,6.5310116,7.7286038,1.1975923,1.1975923
39.062808,7.5659909,52.698769,8.0009575,6.4099092,-1.5910482,1.5910482
43.956209,12.334562,52.477327,0.49477839,6.5886726,6.0938942,6.0938942
37.074029,8.2858771,52.782473,7.5932403,6.4571209,-1.1361194,1.1361194
-48.913568,14.968193,57.763652,4.4474649,7.6159372,3.1684723,3.1684723
35.695686,11.725795,52.860223,8.5725822,6.5122252,-2.0603571,2.0603571
-53.600164,10.958477,57.915887,8.8841753,7.6178403,-1.266335,1.266335
41.781442,8.6337743,52.419422,6.3753266,6.4321828,0.056856155,0.056856155
36.572397,14.602995,52.796661,8.7047386,6.6144967,-2.0902419,2.0902419
-55.488262,13.161312,57.995473,7.1432366,7.7158499,0.57261324,0.57261324
40.131543,7.5695492,52.385074,8.0210848,6.451622,-1.5694628,1.5694628
-50.679718,11.366486,57.608103,9.8000956,7.520925,-2.2791705,2.2791705
-49.201395,13.870511,57.55414,6.351757,7.6565681,1.304811,1.304811
43.872288,14.188071,52.20878,0.43820024,6.6141529,6.1759527,6.1759527
43.566871,11.357855,52.161748,0.6464749,6.5224242,5.8759493,5.8759493
36.275072,8.8858583,52.493181,7.2160873,6.462429,-0.75365829,0.75365829
-55.047201,12.158777,57.737287,8.5324821,7.6409783,-0.89150381,0.89150381
-52.049922,10.426424,57.535345,10.793985,7.5254736,-3.2685118,3.2685118
37.749136,16.134902,52.458943,6.8040104,6.6546578,-0.14935255,0.14935255
35.580358,10.631398,52.466888,7.1130996,6.5673347,-0.54576492,0.54576492
-49.510064,12.801593,57.320436,8.9645176,7.6090889,-1.3554287,1.3554287
36.082039,13.613007,52.440577,9.0790806,6.6897697,-2.3893108,2.3893108
-52.915696,10.202678,57.42175,11.001631,7.5334516,-3.4681792,3.4681792
43.128306,10.38667,51.881241,1.7076257,6.4349003,4.7272745,4.7272745
-54.544829,11.18593,57.449976,9.9472961,7.5431724,-2.4041238,2.4041238
41.122643,7.8234181,51.906448,6.7926335,6.4508567,-0.34177685,0.34177685
-51.207979,10.467133,57.209195,11.862854,7.5059705,-4.3568835,4.3568835
43.776522,13.153362,51.803998,0.35938644,6.6076298,6.2482433,6.2482433
42.56318,9.3228203,51.780011,3.6143954,6.4477549,2.8333595,2.8333595
38.251134,7.0832565,51.988231,6.7696009,6.4440408,-0.32556009,0.32556009
-49.859413,11.762058,57.05472,10.474093,7.522325,-2.9517684,2.9517684
-56.333164,15.89563,57.481364,5.5802269,7.7445531,2.1643262,2.1643262
37.225802,7.4917571,52.00225,6.5649347,6.4216495,-0.14328527,0.14328527
-48.726859,16.765408,56.990415,5.5890498,7.6714802,2.0824304,2.0824304
35.627825,12.586335,52.10278,7.7235427,6.6159539,-1.1075888,1.1075888
36.499262,8.0691213,51.978813,6.4941025,6.3929214,-0.10118103,0.10118103
37.103332,15.249169,52.046324,8.0018816,6.6781497,-1.3237319,1.3237319
43.333172,14.977338,51.682784,0.68999308,6.6496682,5.9596751,5.9596751
-56.199676,14.795515,57.341138,7.3136539,7.727067,0.41341305,0.41341305
39.356492,6.9585352,51.767822,7.2311821,6.3814483,-0.84973383,0.84973383
35.629395,9.5701914,51.996159,6.291924,6.5289922,0.23706818,0.23706818
-53.964205,10.262184,57.115627,10.792409,7.5283446,-3.2640643,3.2640643
-48.668229,15.624449,56.848583,4.1873026,7.5747328,3.3874302,3.3874302
38.615229,16.49959,51.855848,6.7737126,6.6992183,-0.074494362,0.074494362
-56.024849,13.709463,57.18641,7.7489958,7.7139778,-0.035017967,0.035017967
43.567981,12.124183,51.445227,0.41685298,6.5605383,6.1436853,6.1436853
-50.276002,10.748881,56.760176,11.60652,7.4981542,-4.1083655,4.1083655
-51.996225,9.6060826,56.838078,12.25775,7.5109529,-4.7467966,4.7467966
-48.821943,14.495035,56.695901,5.7047448,7.6287985,1.9240537,1.9240537
-55.724134,12.635294,57.004416,8.3024101,7.6458049,-0.65660524,0.65660524
35.370424,11.502343,51.749468,6.6644902,6.6050816,-0.059408665,0.059408665
40.398188,7.0885914,51.363866,6.7894554,6.3830976,-0.40635777,0.40635777
41.936968,8.3533571,51.278575,5.0845757,6.4180875,1.3335118,1.3335118
-53.248306,9.4258588,56.71434,11.107354,7.4988766,-3.6084776,3.6084776
-49.01983,13.383612,56.527474,9.15763,7.5983825,-1.5592475,1.5592475
36.487229,14.336685,51.647501,8.2978992,6.6851301,-1.6127691,1.6127691
42.610306,15.683662,51.289702,1.4292201,6.6962361,5.2670161,5.2670161
43.366212,13.962676,51.219305,0.59705001,6.6687174,6.0716674,6.0716674
-55.340749,11.586982,56.793612,9.6443281,7.5459824,-2.0983458,2.0983458
43.266754,11.098457,51.128695,1.1638615,6.4777098,5.3138483,5.3138483
-50.797986,9.7577281,56.459613,11.961921,7.4908786,-4.4710422,4.4710422
35.844401,8.5210298,51.487719,6.3294077,6.4428129,0.11340523,0.11340523
39.602664,16.677405,51.379359,5.8504386,6.7255507,0.87511206,0.87511206
-49.219118,12.286312,56.345825,10.7915,7.5242505,-3.2672496,3.2672496
37.885079,15.712924,51.388566,8.2351923,6.7135391,-1.5216532,1.5216532
-54.888512,10.557852,56.573534,10.303275,7.5290375,-2.7742376,2.7742376
41.690805,16.238606,51.094396,2.6605625,6.7336926,4.0731301,4.0731301
37.425183,6.738612,51.191086,6.6004415,6.3726053,-0.22783613,0.22783613
35.260357,10.396995,51.363691,6.115519,6.5926733,0.47715425,0.47715425
38.548748,6.458216,51.090556,6.7481999,6.398406,-0.34979391,0.34979391
40.661458,16.610859,51.096569,4.1856856,6.7055707,2.5198851,2.5198851
-49.473462,11.194697,56.146981,10.823016,7.4816008,-3.3414154,3.3414154
42.935858,10.036336,50.854805,2.3046794,6.4870882,4.1824088,4.1824088
-56.142887,16.528813,56.591701,5.2028875,7.7360964,2.5332088,2.5332088
35.921195,13.377311,51.279662,7.1470528,6.7129149,-0.43413782,0.43413782
-54.364779,9.5455343,56.336056,9.2564678,7.4868288,-1.769639,1.769639
43.319032,12.932398,50.800806,0.6054709,6.6032529,5.997782,5.997782
-52.530855,8.6564389,56.190004,9.9414177,7.4755402,-2.4658775,2.4658775
41.30495,7.4675967,50.79952,5.7225189,6.4124727,0.6899538,0.6899538
-49.074569,17.374668,56.081468,5.7737999,7.5906162,1.8168163,1.8168163
-56.178635,15.430242,56.442654,8.1274004,7.7238178,-0.40358257,0.40358257
36.351356,7.4374372,51.040753,6.8280373,6.4569917,-0.37104559,0.37104559
-51.346032,8.8243554,56.048721,10.411158,7.4096284,-3.0015292,3.0015292
42.736978,14.71029,50.758326,1.333781,6.6875134,5.3537323,5.3537323
39.635148,6.433522,50.790971,6.5438213,6.3308573,-0.21296406,0.21296406
-49.83993,10.149549,55.883222,10.826543,7.4799185,-3.3466244,3.3466244
-48.806843,16.284638,55.910294,4.3500938,7.5679526,3.2178588,3.2178588
-56.210857,14.33331,56.297187,9.0177307,7.6572943,-1.3604364,1.3604364
38.824425,15.996534,50.852698,7.9127789,6.6742496,-1.2385292,1.2385292
42.47676,9.0268144,50.53753,3.6758902,6.4000015,2.7241113,2.7241113
37.185499,14.884299,50.923034,8.9216633,6.6852822,-2.2363811,2.2363811
35.467678,12.339813,50.958197,6.1692967,6.6629171,0.4936204,0.4936204
35.292911,9.2803143,50.920903,6.0392051,6.4866557,0.44745064,0.44745064
-53.72581,8.6361583,55.975039,8.3002491,7.4683418,-0.83190727,0.83190727
-48.736531,15.148767,55.780476,4.7562704,7.520566,2.7642956,2.7642956
-56.157468,13.221575,56.151992,7.7086143,7.5770159,-0.13159847,0.13159847
43.181091,11.893235,50.424584,1.0099211,6.5056133,5.4956923,5.4956923
-48.804452,14.028231,55.649668,8.4383135,7.509078,-0.92923546,0.92923546
-55.939068,12.110486,56.002703,7.9127126,7.5549598,-0.3577528,0.3577528
41.927018,15.365114,50.439306,2.2034371,6.7362132,4.5327761,4.5327761
-50.277327,9.1298507,55.585254,10.027241,7.3689275,-2.6583133,2.6583133
40.627555,6.6617535,50.309159,5.9807835,6.3416319,0.36084843,0.36084843
-48.883465,12.916429,55.507178,11.355625,7.498013,-3.8576121,3.8576121
39.873843,16.041548,50.487075,6.0530367,6.6998615,0.64682484,0.64682484
-55.641342,11.014527,55.842692,8.871335,7.5298648,-1.3414702,1.3414702
42.826073,13.720792,50.263317,1.3548552,6.6483073,5.2934521,5.2934521
35.173104,11.247622,50.634818,5.8197269,6.6344476,0.81472063,0.81472063
-51.87099,7.9181143,55.525755,8.4190578,7.3919549,-1.0271029,1.0271029
40.943139,15.838275,50.327323,3.5846322,6.7297988,3.1451666,3.1451666
37.772311,6.0559404,50.341596,7.2742715,6.3397961,-0.93447542,0.93447542
41.979828,8.0539053,50.115725,4.7923074,6.3618407,1.5695333,1.5695333
-48.983041,11.805325,55.346134,11.142988,7.4652653,-3.6777229,3.6777229
-55.246009,9.9380092,55.674856,8.6064959,7.4685602,-1.1379356,1.1379356
43.00634,10.837952,50.075138,1.7915816,6.5169263,4.7253447,4.7253447
-55.666645,17.127974,55.779317,4.4146914,7.719398,3.3047066,3.3047066
-53.034785,7.8399313,55.477673,8.0441198,7.3866396,-0.65748024,0.65748024
36.47858,14.035251,50.455025,7.4245906,6.7059731,-0.71861744,0.71861744
35.475246,8.1550752,50.397696,6.7090683,6.5039363,-0.20513201,0.20513201
38.077746,15.251744,50.339253,9.8602781,6.7055392,-3.1547389,3.1547389
38.854772,5.899071,50.152095,7.0596085,6.3650227,-0.6945858,0.6945858
36.700403,6.4713241,50.262155,7.4590335,6.3370008,-1.1220326,1.1220326
-50.75483,8.1497849,55.217681,8.3194532,7.3794651,-0.93998814,0.93998814
-49.72728,17.879484,55.292044,5.0428619,7.5610824,2.5182204,2.5182204
-49.16863,10.704255,55.142249,10.339801,7.3755193,-2.9642816,2.9642816
-54.736543,8.9146427,55.431589,7.7298999,7.3897529,-0.34014702,0.34014702
-55.855316,16.050411,55.588104,7.8775959,7.7075691,-0.17002678,0.17002678
35.01654,10.143713,50.269548,5.7052121,6.556489,0.85127687,0.85127687
42.866282,12.709777,49.803563,1.4997983,6.5722575,5.0724592,5.0724592
42.121744,14.434281,49.855951,2.3108413,6.6726842,4.3618429,4.3618429
42.747,9.7852446,49.734139,2.9145484,6.4350724,3.520524,3.520524
-49.305433,16.869069,55.048034,4.210454,7.558794,3.34834,3.34834
-56.04307,14.973924,55.404517,9.8627081,7.6472979,-2.2154102,2.2154102
35.846801,13.085206,50.112688,5.8489389,6.7382941,0.88935518,0.88935518
39.880466,5.9684205,49.771148,6.5784359,6.3763423,-0.2020936,0.2020936
-49.412685,9.6099006,54.914153,9.3850574,7.35571,-2.0293474,2.0293474
41.419846,7.1333728,49.676725,5.5605989,6.3699331,0.80933428,0.80933428
39.098804,15.412386,49.91362,9.319705,6.7139497,-2.6057553,2.6057553
-54.137318,7.9796173,55.100355,7.7804351,7.3802686,-0.40016651,0.40016651
-49.020778,15.78529,54.879685,4.0943985,7.4264159,3.3320174,3.3320174
-56.245277,13.877105,55.241191,7.4006443,7.5752106,0.17456627,0.17456627
41.207194,14.987049,49.651972,3.7206059,6.6952858,2.9746799,2.9746799
-52.376851,7.1438652,54.871855,8.7028236,7.342402,-1.3604217,1.3604217
35.770089,7.1198964,49.830035,7.4541035,6.3466258,-1.1074777,1.1074777
-48.89387,14.671036,54.750526,6.6752558,7.4494038,0.77414799,0.77414799
40.171291,15.319572,49.675623,6.5102801,6.7253237,0.21504354,0.21504354
-54.923415,17.638113,55.121226,3.6501653,7.6819673,4.0318019,4.0318019
-56.240658,12.735812,55.107817,6.3109174,7.570015,1.2590976,1.2590976
-51.291344,7.2936873,54.742677,7.9914231,7.3670502,-0.62437296,0.62437296
35.003354,9.0340715,49.83107,5.9652333,6.5476952,0.58246183,0.58246183
37.30837,14.526031,49.776455,8.9993153,6.7132115,-2.2861037,2.2861037
35.341329,12.042462,49.83977,4.9246159,6.7024412,1.7778254,1.7778254
-49.804599,8.5571633,54.633827,8.4067945,7.3503461,-1.0564485,1.0564485
42.82223,11.666159,49.394042,1.9765182,6.5758133,4.5992951,4.5992951
42.406384,8.7610381,49.365536,4.1728492,6.3938675,2.2210183,2.2210183
-48.84011,13.568639,54.626534,10.451325,7.4817338,-2.9695916,2.9695916
-56.074742,11.610408,54.969016,7.6164069,7.5185685,-0.097838402,0.097838402
-50.674043,18.196247,54.743232,4.3973312,7.5169687,3.1196375,3.1196375
38.119538,5.4489289,49.481884,8.0563993,6.3006139,-1.7557855,1.7557855
37.107208,5.7084383,49.5157,8.009429,6.3574638,-1.6519651,1.6519651
42.280539,13.470459,49.323089,2.6745894,6.5943289,3.9197395,3.9197395
-48.791333,12.468732,54.494344,11.48731,7.3679285,-4.1193819,4.1193819
-53.47738,7.1236306,54.670263,8.7920818,7.3436542,-1.4484277,1.4484277
-55.827206,10.497371,54.828095,8.7183237,7.4769735,-1.2413502,1.2413502
40.792326,6.2829429,49.227776,6.4136181,6.3287888,-0.08482933,0.08482933
-55.249003,16.608716,54.83496,6.3391109,7.665554,1.3264432,1.3264432
-55.513602,9.4009384,54.681421,8.1188478,7.4061174,-0.71273041,0.71273041
-48.809445,11.357488,54.315864,10.491748,7.3638492,-3.1278987,3.1278987
34.99652,10.982847,49.5258,4.6012678,6.6262803,2.0250125,2.0250125
39.116759,5.3791572,49.178093,7.7790403,6.3169322,-1.4621081,1.4621081
-50.262943,7.5427232,54.308383,7.2207408,7.3282256,0.10748482,0.10748482
-53.985119,18.034279,54.64612,3.3087664,7.649961,4.3411946,4.3411946
42.714537,10.613693,48.999421,2.8644042,6.4152665,3.5508623,3.5508623
38.318071,14.820498,49.294873,10.300796,6.7191567,-3.5816388,3.5816388
-50.125379,17.301057,54.371046,3.7441745,7.5274329,3.7832584,3.7832584
42.000476,7.7622404,48.959404,5.2734799,6.4069376,1.1334577,1.1334577
-51.793698,6.5787013,54.269581,8.3840933,7.3432107,-1.0408826,1.0408826
-51.765956,18.339212,54.429441,3.7675915,7.582943,3.8153515,3.8153515
-55.046664,8.3489203,54.468515,7.9805131,7.4176555,-0.56285763,0.56285763
36.151259,6.1366735,49.229889,7.4132266,6.3717947,-1.0414319,1.0414319
41.451374,14.102643,49.017663,4.437048,6.6023521,2.1653042,2.1653042
-55.592916,15.579382,54.575209,8.8925104,7.5708036,-1.3217068,1.3217068
-48.902791,10.251747,54.085679,9.3701935,7.3520031,-2.0181904,2.0181904
-52.907213,18.285777,54.392534,3.3930759,7.6260085,4.2329326,4.2329326
36.53871,13.668491,49.182151,6.6753507,6.679647,0.0042963028,0.0042963028
42.392975,12.476853,48.820636,2.9981408,6.6212196,3.6230788,3.6230788
-52.735731,6.3651227,54.145716,9.359622,7.325026,-2.034596,2.034596
39.407838,14.803386,49.010439,9.6769209,6.668745,-3.0081758,3.0081758
34.815824,9.9326668,49.19668,4.6443367,6.6123996,1.9680629,1.9680629
-49.677881,16.306801,54.10294,3.5354383,7.4201031,3.8846648,3.8846648
40.470261,14.54606,48.92314,6.9630456,6.6930742,-0.26997137,0.26997137
35.028639,7.944043,49.112071,6.4475379,6.4030871,-0.04445076,0.04445076
-54.486151,7.3672924,54.178856,9.2716408,7.3818626,-1.8897781,1.8897781
40.087536,5.5191937,48.74217,7.5670986,6.3231587,-1.2439399,1.2439399
-55.985581,14.538664,54.332008,6.9983616,7.5644708,0.56610918,0.56610918
-49.106712,9.1407158,53.852923,8.7886419,7.3069143,-1.4817276,1.4817276
-50.874662,6.6214322,53.904217,7.3182344,7.3532257,0.034991264,0.034991264
37.500259,5.1091151,48.83716,8.2885456,6.3141375,-1.9744081,1.9744081
-54.394768,17.054886,54.252639,4.4409208,7.5774264,3.1365056,3.1365056
42.559229,9.5616582,48.605955,4.0955772,6.4456472,2.35007,2.35007
35.748701,12.703259,49.029231,4.7248211,6.7029033,1.9780822,1.9780822
-49.330035,15.260575,53.898004,4.8349495,7.4269772,2.5920277,2.5920277
41.523033,6.7969694,48.558815,6.4394021,6.3353796,-0.1040225,0.1040225
-56.234301,13.405591,54.174279,5.0602732,7.5568805,2.4966073,2.4966073
-51.142659,17.56177,53.933958,3.3818245,7.5112352,4.1294107,4.1294107
-49.072872,14.191454,53.74906,7.7899876,7.4380951,-0.35189247,0.35189247
34.770341,8.9945781,48.871408,5.1445737,6.4986362,1.3540626,1.3540626
-49.413322,8.0280212,53.62569,7.6412439,7.3144059,-0.32683802,0.32683802
38.328259,4.8621874,48.56187,8.4165487,6.2883997,-2.128149,2.128149
-53.845183,6.4421691,53.827046,10.29927,7.3655624,-2.9337072,2.9337072
-56.232067,12.269014,54.036896,6.3776093,7.5162535,1.1386442,1.1386442
-48.873431,13.11877,53.62237,10.143705,7.3595109,-2.7841945,2.7841945
36.640221,5.2746584,48.607359,7.9241009,6.303493,-1.6206079,1.6206079
42.437477,11.45266,48.359089,3.4703584,6.4450636,2.9747052,2.9747052
41.685727,13.18508,48.41912,4.9212914,6.6269307,1.7056394,1.7056394
37.568329,14.184699,48.653223,8.442647,6.6804419,-1.7622051,1.7622051
35.333553,6.7696929,48.668307,6.6661978,6.4341612,-0.23203659,0.23203659
-53.387077,17.395747,53.877875,3.3167329,7.5658469,4.249114,4.249114
35.239115,11.719104,48.732096,3.8092299,6.6213312,2.8121014,2.8121014
-56.1111,11.138816,53.916419,9.0488262,7.3881698,-1.6606565,1.6606565
-48.750076,12.049723,53.497636,10.348696,7.3112149,-3.0374808,3.0374808
-54.8212,16.065665,53.899773,6.7612505,7.5412755,0.78002501,0.78002501
-52.26639,17.599015,53.750853,3.1273255,7.5455275,4.4182019,4.4182019
42.352475,8.5088567,48.202076,5.2109766,6.4689698,1.2579932,1.2579932
-51.769446,5.7731841,53.504947,8.6758699,7.3186955,-1.3571744,1.3571744
-55.966865,10.008438,53.793266,9.5147486,7.4526916,-2.062057,2.062057
40.950895,5.8832936,48.159983,7.499917,6.34831,-1.151607,1.151607
-49.881214,6.9664775,53.339756,6.6485467,7.3003469,0.65180016,0.65180016
-50.584713,16.681675,53.519932,2.8579776,7.4534292,4.5954516,4.5954516
39.315712,4.8456372,48.205568,8.5738373,6.320466,-2.2533712,2.2533712
-55.728499,8.8838048,53.66296,8.5014267,7.4458895,-1.0555372,1.0555372
40.784257,13.743584,48.201209,7.090148,6.635685,-0.45446301,0.45446301
38.662147,14.308178,48.306563,9.5635214,6.6054935,-2.9580278,2.9580278
-48.699911,10.974912,53.230653,9.4797134,7.3034887,-2.1762247,2.1762247
-53.079498,5.6077589,53.388212,10.169332,7.3866491,-2.7826824,2.7826824
34.901267,10.693099,48.419096,3.6548088,6.5372639,2.8824551,2.8824551
39.754114,14.115918,48.171321,9.0538912,6.6283889,-2.4255023,2.4255023
-55.30994,7.800084,53.480501,9.3022051,7.3896346,-1.9125705,1.9125705
42.422115,10.405866,47.917258,4.5099463,6.4548392,1.9448929,1.9448929
-55.321719,15.096803,53.55792,6.5470395,7.5650387,1.0179992,1.0179992
36.235811,13.041316,48.302606,5.336947,6.6165838,1.2796369,1.2796369
35.744526,5.7592847,48.178614,7.1643085,6.3506842,-0.81362438,0.81362438
-53.81636,16.419346,53.427679,4.2113791,7.5346584,3.3232794,3.3232794
-50.102264,15.72436,53.191421,3.3031998,7.4424,4.1392002,4.1392002
42.024804,7.4706079,47.79893,6.5828843,6.4051752,-0.1777091,0.1777091
41.901244,12.23989,47.845759,4.7903552,6.473515,1.6831598,1.6831598
-51.640153,16.837284,53.248542,2.8861451,7.4635835,4.5774384,4.5774384
-50.532024,5.9933797,52.999043,7.6711521,7.356555,-0.31459713,0.31459713
-54.792643,6.7747953,53.244315,11.310406,7.4084153,-3.9019904,3.9019904
-48.74601,9.8880144,52.933301,9.3614483,7.3439026,-2.0175457,2.0175457
37.360193,4.5301529,47.937067,8.5775642,6.2950191,-2.2825451,2.2825451
34.699624,9.6499683,48.134366,4.0938406,6.4502945,2.3564539,2.3564539
40.275398,5.0424452,47.736674,8.2449818,6.3072367,-1.9377451,1.9377451
-52.752823,16.71961,53.205688,2.9618416,7.5092888,4.5474472,4.5474472
-55.747692,14.04502,53.295549,4.9817967,7.5589414,2.5771446,2.5771446
-49.669187,14.720925,52.942092,4.9097004,7.3637938,2.4540935,2.4540935
36.956796,13.51259,47.972407,6.2591524,6.6047812,0.34562874,0.34562874
34.659246,8.5443548,48.003799,5.0307999,6.4353886,1.4045887,1.4045887
-48.897034,8.706162,52.750788,9.039712,7.2801905,-1.7595215,1.7595215
35.696716,12.293871,47.969509,3.9716933,6.6175995,2.6459062,2.6459062
-54.217,5.771683,52.985797,11.331309,7.3692412,-3.9620681,3.9620681
38.471981,4.236914,47.624625,8.5709486,6.2710485,-2.2999001,2.2999001
-49.302281,13.679528,52.770138,6.9639096,7.2885327,0.32462311,0.32462311
42.380248,9.3468879,47.473214,5.7325673,6.4087453,0.67617798,0.67617798
-56.014428,12.933651,53.12158,6.0025072,7.4376888,1.4351816,1.4351816
34.776315,7.4490828,47.85826,5.6906528,6.400878,0.71022511,0.71022511
