time_mode,backbone,mode,checkpoint,epoch,E,speed,p,nw,core
TR,PNPP,DATA+BC,epoch_07500,7500,0.9284913867160339,0.1187869905514556,-21.62604255710686,nan,nan
TR,PNPP,DATA+BC,last_converged,10000,0.9406238428617749,0.11217791841656903,-21.867637454193545,nan,nan
TR,PNPP,BC+PDE-F,epoch_01000,1000,0.8950971623616439,0.16959204526045796,-23.968473689815653,nan,nan
TR,PNPP,BC+PDE-F,epoch_02500,2500,0.9075619465935523,0.11192594078926417,-21.143529062957555,nan,nan
TR,PNPP,BC+PDE-F,epoch_05000,5000,0.9135104442830642,0.17482140569427415,-22.171220963120337,nan,nan
TR,PNPP,BC+PDE-F,epoch_07500,7500,0.9105389189377647,0.09011450757455702,-20.415886615374447,nan,nan
TR,PNPP,BC+PDE-F,last_converged,10000,0.9071417894884892,0.12103045817246987,-24.00250394943291,nan,nan
TR,PNPP,BC+PDE-EMA,epoch_01000,1000,0.967688426141312,-0.021991248954396282,-21.79174845874466,nan,nan
TR,PNPP,BC+PDE-EMA,epoch_02500,2500,0.9766175434007128,-0.11765342448386458,-19.629589967485472,nan,nan
TR,PNPP,BC+PDE-EMA,epoch_05000,5000,0.9801058661500861,-0.04073345881874903,-22.858399710655057,nan,nan
TR,PNPP,BC+PDE-EMA,epoch_07500,7500,0.9625133804766145,-0.12244866860536387,-19.08188957727272,nan,nan
TR,PNPP,BC+PDE-EMA,last_converged,10000,0.951210713567966,-0.07083077874877368,-21.057106838863866,nan,nan
