x,y,z,map_dist,map_valid,wss_cfd,wss_pred,err_wss,abs_err_wss
-22.398035,-0.2756198,22.139833,0.00017137007,1,0.80604688,0.77021283,-0.035834052,0.035834052
-38.8442,-0.14422913,24.167555,0.0001936319,1,0.83844264,1.225167,0.3867244,0.3867244
-38.492607,0.036046505,21.566944,0.00018792502,1,0.76833914,1.0794199,0.31108078,0.31108078
-39.426453,0.78509152,25.072655,0.00025578799,1,0.94023506,1.3174673,0.37723229,0.37723229
-34.858349,-2.4442976,25.562748,0.00023986318,1,0.9192205,1.0813249,0.16210438,0.16210438
-36.077671,-2.1847372,25.459927,0.00022967171,1,0.88441102,1.135119,0.25070796,0.25070796
-37.194527,-1.7292469,25.183147,0.00018901183,1,0.85781812,1.1828668,0.32504869,0.32504869
-38.714336,-0.28336662,25.366446,0.00021107087,1,0.94777474,1.290964,0.34318931,0.34318931
-23.481276,13.675713,19.924301,0.00023906377,1,1.1397194,0.97077155,-0.16894783,0.16894783
-24.786306,14.559518,20.01865,0.00018934988,1,1.0954184,0.95381839,-0.14159998,0.14159998
-21.026281,11.831324,21.066202,0.0001913723,1,1.1980131,0.9786543,-0.21935885,0.21935885
-20.638664,11.438436,22.194567,0.00023298258,1,1.2208744,0.99061657,-0.23025786,0.23025786
-20.233698,10.924213,23.148979,0.00021254434,1,1.2135595,0.9970926,-0.2164669,0.2164669
-20.339502,10.747688,25.00193,0.00019001336,1,1.1436015,0.98572562,-0.15787584,0.15787584
-25.949814,15.180194,20.196953,0.0001674532,1,1.0712657,0.93743234,-0.13383331,0.13383331
-26.777012,15.288556,19.34701,0.00019313061,1,1.095115,0.92814845,-0.16696659,0.16696659
-27.639992,15.219687,18.562016,0.00024572252,1,1.1027942,0.92384808,-0.17894616,0.17894616
-19.621996,5.0070095,25.103436,0.00021773262,1,1.1206388,1.0206522,-0.099986623,0.099986623
-19.845711,9.1346064,26.908754,0.00019184225,1,0.96854026,1.0126869,0.044146609,0.044146609
-19.897884,7.6771474,27.177425,0.00021309425,1,0.96844321,1.0480387,0.079595491,0.079595491
-32.290955,-2.8579304,25.312679,0.00021638933,1,0.93154727,0.96563087,0.034083594,0.034083594
-29.692986,-3.4067945,24.182959,0.00019966469,1,0.85480912,0.91706672,0.062257596,0.062257596
-28.353039,-3.4376726,23.452806,0.00016290235,1,0.81400025,0.89899423,0.084993979,0.084993979
-25.557144,-3.1924987,21.304525,0.00020670992,1,0.70252828,0.83261059,0.13008231,0.13008231
-24.127625,-2.278841,21.198298,0.00020013005,1,0.73163648,0.75216932,0.020532838,0.020532838
-22.740595,-1.3790957,21.119881,0.00019381098,1,0.69886612,0.73016505,0.031298924,0.031298924
-38.17783,-1.0388216,23.403151,0.00020604373,1,0.73963196,1.1187488,0.3791168,0.3791168
-38.031403,-0.99207997,22.08507,0.00022114755,1,0.71845665,1.0632128,0.34475613,0.34475613
-38.399742,0.62516427,20.347485,0.00017535093,1,0.81604142,1.0498361,0.2337947,0.2337947
-38.113342,-1.0755925,24.70549,0.00021058187,1,0.83436029,1.2022904,0.36793011,0.36793011
-22.226339,12.807225,19.218187,0.00022619701,1,1.1941281,0.98453585,-0.20959226,0.20959226
-21.332026,12.130725,19.920637,0.00021420954,1,1.1810241,0.9695802,-0.21144387,0.21144387
-19.884089,10.370572,24.036552,0.00019698409,1,1.184899,0.99612537,-0.18877363,0.18877363
-25.608278,14.853489,19.073692,0.00018155748,1,1.1109288,0.94591982,-0.16500895,0.16500895
-19.655386,7.069685,26.483303,0.00021937786,1,1.0324317,1.0434872,0.011055485,0.011055485
-19.456703,6.2158718,25.661928,0.00020360487,1,1.0977424,1.0378613,-0.059881037,0.059881037
-29.66511,14.875005,18.18903,0.00022229565,1,1.0884223,0.91453657,-0.17388574,0.17388574
-28.501019,14.95434,17.813698,0.00023592315,1,1.1162037,0.93001728,-0.18618647,0.18618647
-19.709455,9.3758345,26.017605,0.00018811903,1,1.0412084,0.99699386,-0.04421454,0.04421454
-19.565615,8.2760515,26.364317,0.00022359371,1,1.0159371,1.0213689,0.0054318328,0.0054318328
-34.392578,-3.0909317,24.608995,0.00017275846,1,0.81917584,0.99000319,0.17082735,0.17082735
-33.216152,-3.3204892,24.508034,0.00015623795,1,0.84081903,0.948686,0.10786697,0.10786697
-30.994295,-3.1661868,24.83419,0.0001744758,1,0.8970762,0.9361354,0.0390592,0.0390592
-19.708483,9.8307028,25.027941,0.00021903487,1,1.1273695,0.99159982,-0.13576963,0.13576963
-19.812727,3.2571595,23.88957,0.00023416218,1,0.95310394,0.95557802,0.0024740801,0.0024740801
-20.285788,2.2562895,23.419395,0.00019163502,1,0.87422232,0.91276508,0.038542757,0.038542757
-20.75461,1.2917734,22.782482,0.0002350437,1,0.78509743,0.85846322,0.073365782,0.073365782
-19.372972,4.2384377,24.217798,0.00018215988,1,1.0130925,0.99414259,-0.018949896,0.018949896
-21.185064,0.35364091,22.000387,0.00021843102,1,0.70702131,0.80307858,0.096057266,0.096057266
-28.099718,-4.1728134,22.096375,0.00018747708,1,0.70965818,0.89354149,0.18388331,0.18388331
-26.859926,-4.0642996,21.20966,0.00019908973,1,0.6549659,0.87007435,0.21510845,0.21510845
-21.533752,-0.57133538,21.10256,0.00019160043,1,0.64195883,0.75833555,0.11637672,0.11637672
-37.804596,-0.81871963,20.692289,0.00018916246,1,0.73545819,1.0177808,0.28232257,0.28232257
-37.443733,-1.8487842,23.952347,0.0001470269,1,0.74001239,1.1031218,0.36310941,0.36310941
-35.497948,-2.8083715,24.60025,0.00024591841,1,0.79378405,1.0375758,0.24379176,0.24379176
-36.538574,-2.4055915,24.411568,0.00019002636,1,0.76304255,1.0763475,0.31330492,0.31330492
-24.419718,14.249201,18.809816,0.00019902385,1,1.1453345,0.97112029,-0.17421422,0.17421422
-23.257221,13.534891,18.366711,0.00017860907,1,1.201628,0.99631615,-0.20531187,0.20531187
-20.277639,11.381169,19.978895,0.0002081078,1,1.1163763,0.96735008,-0.14902621,0.14902621
-19.978638,11.010065,21.202797,0.00021375144,1,1.1095952,0.98529228,-0.12430295,0.12430295
-19.842062,10.695923,22.235661,0.00019340927,1,1.1427053,0.99917631,-0.143529,0.143529
-19.371288,10.003291,22.95653,0.00020608588,1,1.120195,1.0082751,-0.11191994,0.11191994
-26.46773,15.002732,18.237028,0.00018807608,1,1.1286835,0.94795574,-0.18072771,0.18072771
-30.149677,13.688596,16.166208,0.00019499446,1,1.2063744,0.9479682,-0.25840616,0.25840616
-30.555986,14.237577,17.453766,0.00020621428,1,1.0909387,0.92467014,-0.16626855,0.16626855
-31.757198,13.37885,16.790089,0.00019714037,1,1.0803089,0.93410888,-0.14620006,0.14620006
-27.331682,14.90498,17.484901,0.0002057435,1,1.1466465,0.95143317,-0.1952133,0.1952133
-19.044504,5.8093767,24.8235,0.00022933724,1,1.0805249,1.0266892,-0.053835684,0.053835684
-32.032604,-3.5887623,24.192211,0.00020725621,1,0.83545077,0.92170214,0.086251361,0.086251361
-18.898052,5.1379495,24.247364,0.00020389794,1,1.0149558,1.0143255,-0.00063035094,0.00063035094
-36.880226,2.7670648,15.034174,0.00020290973,1,0.79201459,0.77695486,-0.015059734,0.015059734
-37.553764,1.8081336,16.896294,0.00020207143,1,0.89175555,0.87114802,-0.020607528,0.020607528
-36.648849,0.62848091,15.642064,0.00016497408,1,0.83069945,0.77017822,-0.060521227,0.060521227
-31.861195,11.827929,14.224861,0.00020743799,1,1.2112131,0.87491965,-0.33629341,0.33629341
-32.849396,12.134771,15.656678,0.00022647153,1,1.029549,0.92030755,-0.10924141,0.10924141
-33.31739,10.791781,14.081184,0.0001976054,1,1.0082803,0.81307299,-0.19520732,0.19520732
-33.008686,9.9449329,12.40248,0.00017273107,1,1.0089768,0.71998263,-0.28899417,0.28899417
-34.334179,9.3248177,13.38227,0.00020127988,1,0.8568583,0.75580922,-0.10104908,0.10104908
-37.539238,-0.46746871,19.18195,0.00024211706,1,0.79702936,0.97517125,0.1781419,0.1781419
-29.599564,-4.2756648,22.759501,0.00023515082,1,0.74800763,0.9048004,0.15679277,0.15679277
-30.829241,-3.9226999,23.64728,0.00019235261,1,0.81029851,0.91016004,0.099861534,0.099861534
-24.49542,-3.3278553,19.982857,0.00015961538,1,0.59876348,0.77855675,0.17979328,0.17979328
-25.837399,-4.0852757,20.128832,0.00020404261,1,0.5766846,0.81297529,0.23629068,0.23629068
-23.042662,-2.467665,19.915497,0.00017542216,1,0.57856997,0.73057169,0.15200173,0.15200173
-21.701099,-1.4741592,20.006136,0.00020594286,1,0.55638234,0.73563441,0.17925208,0.17925208
-37.430115,-1.8882256,22.679399,0.00020848857,1,0.6892088,1.0418503,0.35264148,0.35264148
-37.242325,-1.8987494,21.332335,0.00024463496,1,0.674862,0.99335912,0.31849712,0.31849712
-36.718288,-2.5282903,23.27047,0.00022384837,1,0.69726446,1.0264279,0.32916341,0.32916341
-22.035788,12.815511,17.709749,0.00023893735,1,1.2793068,1.0611045,-0.21820234,0.21820234
-20.817774,11.9228,18.565565,0.00023070967,1,1.191957,1.0144134,-0.17754353,0.17754353
-19.241386,9.4335499,24.06068,0.0002040111,1,1.1231071,1.0080361,-0.11507099,0.11507099
-25.311619,14.635194,17.922516,0.00018399206,1,1.1638334,0.98077642,-0.18305701,0.18305701
-29.328444,14.43163,17.044184,0.0002004587,1,1.1432517,0.93726085,-0.20599082,0.20599082
-19.189764,7.456769,25.522776,0.00018927649,1,1.0749308,1.0296091,-0.045321709,0.045321709
-31.008896,12.773386,15.174568,0.00020882649,1,1.256609,0.94085074,-0.31575826,0.31575826
-28.165361,14.594575,16.775438,0.00019582725,1,1.195767,0.95160296,-0.24416405,0.24416405
-18.864012,6.7091351,24.798201,0.00022253047,1,1.0740218,1.031943,-0.042078742,0.042078742
-19.204206,8.6895199,25.11334,0.00023222658,1,1.0919471,1.010115,-0.081832129,0.081832129
-33.987507,-3.6812868,23.722561,0.00020210472,1,0.74756797,0.93496383,0.18739587,0.18739587
-35.10297,-3.420826,23.623962,0.00020841011,1,0.72125054,0.96512379,0.24387325,0.24387325
-32.935444,-3.9466674,23.537209,0.00021899181,1,0.75852632,0.91506836,0.15654205,0.15654205
-19.333181,2.7429645,23.012014,0.00016380565,1,0.75186685,0.93564221,0.18377536,0.18377536
-18.97098,3.6956367,23.382397,0.00022587226,1,0.84376506,0.97315187,0.1293868,0.1293868
-19.746424,1.8127236,22.484976,0.00021778895,1,0.66427556,0.89861197,0.23433641,0.23433641
-20.142427,0.93188381,21.808468,0.00019720659,1,0.60771247,0.8546696,0.24695713,0.24695713
-18.724329,4.5247335,23.641436,0.0001701482,1,0.91609787,0.99832482,0.082226948,0.082226948
-20.494184,0.10381614,21.002262,0.00018806794,1,0.56879416,0.80702156,0.2382274,0.2382274
-37.137844,0.011654682,17.461515,0.00019429351,1,0.86537914,0.87602891,0.010649773,0.010649773
-35.940319,1.1571139,13.893044,0.00018939883,1,0.70453353,0.70699767,0.0024641397,0.0024641397
-35.817627,3.0152857,13.082867,0.00022345481,1,0.63921434,0.7049451,0.065730752,0.065730752
-36.412376,4.7695713,14.007649,0.00020867348,1,0.70592686,0.77018292,0.064256055,0.064256055
-35.222244,4.9095492,12.29355,0.00017457709,1,0.63936668,0.68303153,0.043664849,0.043664849
-35.627178,6.5755053,13.301893,0.0002259405,1,0.70113473,0.74726718,0.04613245,0.04613245
-31.797899,11.126698,12.8305,0.00019028714,1,1.2198984,0.78745253,-0.43244587,0.43244587
-33.827442,8.5471735,11.920163,0.00020512343,1,0.87538357,0.69724506,-0.17813851,0.17813851
-34.865456,7.9354839,12.865923,0.00018599964,1,0.77584587,0.72818285,-0.04766302,0.04766302
