x,y,z,wss_cfd,wss_pred,err_wss,abs_err_wss
26.522369,17.827011,101.63015,20.176855,13.601162,-6.5756931,6.5756931
29.092374,15.814507,101.89511,17.327978,14.501526,-2.8264523,2.8264523
26.942733,23.066284,101.35725,19.089582,12.513478,-6.5761042,6.5761042
27.654517,22.248655,101.41557,14.054372,12.630213,-1.424159,1.424159
26.310538,23.901881,101.23278,24.806694,12.488846,-12.317848,12.317848
25.664893,24.754818,101.13824,24.72879,12.507542,-12.221249,12.221249
24.899331,25.518749,101.03505,22.478586,12.536626,-9.9419603,9.9419603
28.338847,21.395564,101.44655,13.390523,12.957645,-0.43287754,0.43287754
29.293149,18.906912,101.63881,17.743938,14.198824,-3.5451145,3.5451145
25.669373,18.464583,101.42002,16.856428,13.353065,-3.5033627,3.5033627
28.151851,15.462155,101.74109,16.910545,14.489963,-2.4205828,2.4205828
24.745422,20.107526,101.26585,11.537864,12.839599,1.3017349,1.3017349
23.747613,25.145712,100.9147,22.32522,12.514782,-9.8104382,9.8104382
28.955248,14.844563,101.81433,17.368601,14.479288,-2.8893127,2.8893127
23.780289,23.932838,100.95364,22.844585,12.453246,-10.391339,10.391339
24.157161,26.299555,100.83863,19.492231,12.514683,-6.9775486,6.9775486
27.336028,16.127423,101.59423,18.256067,14.456483,-3.7995844,3.7995844
30.034245,16.182019,101.75631,17.364782,14.509595,-2.8551874,2.8551874
29.965063,15.064971,101.80013,18.362673,14.483572,-3.8791008,3.8791008
29.506234,14.429128,101.79207,18.203772,14.531265,-3.6725063,3.6725063
28.936481,20.534201,101.40885,15.081634,13.292499,-1.789135,1.789135
23.832472,22.827414,100.93324,20.91151,12.433866,-8.4776449,8.4776449
30.056716,17.246656,101.63724,16.350605,14.495456,-1.8551493,1.8551493
23.270913,26.051007,100.68329,18.76808,12.509066,-6.2590141,6.2590141
26.532997,16.795961,101.38636,20.146219,14.235703,-5.9105167,5.9105167
29.378554,19.770101,101.40194,17.663485,13.682562,-3.9809227,3.9809227
30.060783,14.001538,101.75504,18.346109,14.527155,-3.8189545,3.8189545
29.040519,13.821368,101.67311,16.679192,14.521641,-2.1575508,2.1575508
24.848865,19.072375,101.10083,13.349237,13.025671,-0.32356644,0.32356644
23.850063,21.733822,100.87257,16.663494,12.562373,-4.1011209,4.1011209
30.068743,18.278471,101.45954,14.910921,14.496745,-0.41417599,0.41417599
25.989284,25.731276,100.78105,23.685116,12.561845,-11.123271,11.123271
28.127691,14.442279,101.52726,16.437511,14.46595,-1.9715614,1.9715614
29.837197,13.085819,101.69978,14.588121,14.573834,-0.014286995,0.014286995
23.324757,27.044593,100.50959,16.826498,12.539479,-4.2870188,4.2870188
25.258011,26.543544,100.66221,21.208504,12.528413,-8.6800909,8.6800909
26.652969,24.855141,100.81871,26.060219,12.536993,-13.523226,13.523226
24.47575,27.318154,100.52093,17.985146,12.55225,-5.4328957,5.4328957
25.74251,17.451969,101.13622,19.678364,13.991029,-5.687335,5.687335
27.283593,23.978789,100.86778,22.990356,12.544752,-10.445604,10.445604
27.944948,23.159477,100.95404,16.443886,12.633069,-3.8108168,3.8108168
27.31824,15.110433,101.31376,17.268641,14.471888,-2.7967529,2.7967529
23.964517,20.677852,100.79165,13.297169,12.811955,-0.48521328,0.48521328
30.902912,14.441223,101.57986,19.593901,14.558346,-5.0355549,5.0355549
22.919562,24.400543,100.51205,22.874886,12.469579,-10.405307,10.405307
30.899858,15.524455,101.50541,18.350103,14.501188,-3.8489151,3.8489151
30.896759,13.306307,101.62329,17.140108,14.594886,-2.5452223,2.5452223
22.701145,25.381601,100.42802,19.352201,12.489186,-6.8630152,6.8630152
30.473004,12.478528,101.63647,14.086627,14.56756,0.48093319,0.48093319
28.583282,22.271839,100.93422,14.76162,12.924147,-1.8374729,1.8374729
29.71535,12.117235,101.54052,12.086912,14.554369,2.4674568,2.4674568
23.732944,28.041516,100.27488,13.371137,12.562268,-0.80886841,0.80886841
22.515995,26.344458,100.27951,16.933081,12.528004,-4.405077,4.405077
23.028348,23.352919,100.46141,21.626535,12.415984,-9.2105513,9.2105513
30.881546,16.591242,101.33606,17.006279,14.523178,-2.4831009,2.4831009
28.933101,12.77471,101.40082,14.496646,14.562914,0.066267967,0.066267967
22.881258,27.840351,100.17021,13.982953,12.530398,-1.4525547,1.4525547
30.566738,11.606984,101.55424,13.50721,14.57141,1.0642004,1.0642004
30.018486,19.267963,101.09909,17.227306,14.136232,-3.091074,3.091074
24.981974,18.092253,100.82298,16.331728,13.554647,-2.7770805,2.7770805
26.557666,15.797647,101.04925,19.359447,14.43966,-4.9197874,4.9197874
31.312299,12.253148,101.52976,15.845579,14.584533,-1.2610464,1.2610464
24.088778,19.641132,100.64499,12.551588,12.995015,0.44342709,0.44342709
29.219018,21.363967,100.87894,15.60715,13.182161,-2.4249887,2.4249887
28.12954,13.43969,101.20953,16.272659,14.510331,-1.7623281,1.7623281
23.075861,22.295978,100.36553,17.778959,12.425926,-5.3530331,5.3530331
22.298395,27.235725,100.03041,15.789491,12.555507,-3.233984,3.233984
30.827359,17.620622,101.10184,16.173645,14.509336,-1.6643095,1.6643095
31.522311,11.234198,101.4447,16.67878,14.651693,-2.0270863,2.0270863
31.805228,12.917154,101.3668,16.336517,14.592046,-1.7444715,1.7444715
25.830615,16.486213,100.75346,20.769091,14.42025,-6.3488407,6.3488407
22.996369,28.674031,99.899469,10.409698,12.544663,2.1349649,2.1349649
25.57178,27.503292,100.12823,19.297836,12.564301,-6.7335348,6.7335348
30.63027,10.614635,101.3687,14.811223,14.624625,-0.18659782,0.18659782
31.741481,13.848168,101.26184,18.20775,14.613925,-3.5938253,3.5938253
29.741081,11.142068,101.27768,12.489572,14.544655,2.0550833,2.0550833
24.739826,28.238106,100.01561,15.01335,12.611947,-2.4014025,2.4014025
29.848522,20.35768,100.7632,17.983538,13.592002,-4.3915358,4.3915358
27.342314,14.122473,100.93732,16.655422,14.456777,-2.1986456,2.1986456
26.307627,26.655058,100.15854,23.450256,12.604293,-10.845963,10.845963
26.963218,25.748069,100.24883,25.052134,12.626551,-12.425583,12.425583
24.287186,18.712067,100.41166,14.474948,13.19825,-1.2766981,1.2766981
22.083443,24.758576,99.933827,19.719114,12.46734,-7.2517738,7.2517738
31.683321,14.883679,101.08923,21.295406,14.570124,-6.7252827,6.7252827
27.543069,24.835092,100.27588,26.425196,12.609452,-13.815743,13.815743
23.934173,28.913872,99.818549,9.4977951,12.581967,3.0841722,3.0841722
28.916022,11.770533,101.07476,12.510138,14.548512,2.0383739,2.0383739
22.134229,28.151951,99.726077,13.63844,12.54437,-1.0940704,1.0940704
21.85711,25.696687,99.835127,17.342197,12.518763,-4.8234348,4.8234348
31.575507,10.141121,101.31442,17.115316,14.616713,-2.4986038,2.4986038
30.728639,18.610114,100.79257,15.161362,14.51478,-0.64658165,0.64658165
21.773778,26.572381,99.751161,15.982357,12.552278,-3.4300795,3.4300795
22.286223,23.82999,99.925183,22.381548,12.464317,-9.9172306,9.9172306
28.13922,23.958556,100.29522,21.794447,12.598913,-9.1955338,9.1955338
23.131067,21.158502,100.11657,15.369637,12.620652,-2.7489843,2.7489843
31.64465,15.933278,100.93963,18.826265,14.523732,-4.3025331,4.3025331
25.12934,17.159173,100.43838,18.958055,14.254572,-4.7034836,4.7034836
23.536764,20.197988,100.15335,14.026381,12.83928,-1.1871014,1.1871014
32.366377,12.026281,101.1658,17.689222,14.664683,-3.024539,3.024539
26.614601,14.832827,100.6298,17.977711,14.464179,-3.5135317,3.5135317
32.474629,10.795974,101.2001,17.61561,14.698756,-2.9168539,2.9168539
28.732062,23.08585,100.27381,17.26457,12.6902,-4.5743704,4.5743704
28.145173,12.451307,100.80547,14.383563,14.494536,0.11097336,0.11097336
22.395589,22.897391,99.822739,19.486431,12.452748,-7.0336828,7.0336828
30.678106,9.5941448,101.07476,16.573702,14.573001,-2.000701,2.000701
22.207946,29.103625,99.431236,9.6537666,12.564989,2.9112225,2.9112225
32.515988,9.6425418,101.14457,18.533096,14.579548,-3.9535484,3.9535484
29.804439,10.164409,100.93627,14.204074,14.607939,0.40386486,0.40386486
31.601253,9.0608883,101.08692,18.798368,14.467937,-4.330431,4.330431
29.324725,22.19793,100.22217,15.983915,13.071422,-2.9124937,2.9124937
31.535915,16.955237,100.65114,17.425854,14.543122,-2.8827314,2.8827314
32.51652,13.183171,100.9094,16.521275,14.608756,-1.9125185,1.9125185
23.170744,29.595904,99.403747,6.4353657,12.581031,6.1456652,6.1456652
30.569537,19.560519,100.39181,16.712738,14.181992,-2.5307465,2.5307465
25.933314,15.558232,100.30027,19.892649,14.382316,-5.5103331,5.5103331
24.494163,17.817583,100.08334,16.034489,13.695552,-2.3389368,2.3389368
21.394627,27.392886,99.34632,16.589092,12.549013,-4.0400791,4.0400791
27.400542,13.156853,100.49363,15.765852,14.494084,-1.2717676,1.2717676
28.974334,10.796677,100.70234,12.199059,14.549171,2.350112,2.350112
24.832493,29.058328,99.405224,11.784141,12.661955,0.87781429,0.87781429
24.095856,29.559752,99.326765,6.7035828,12.653637,5.9500542,5.9500542
32.53981,8.5220898,100.98683,20.324739,14.405653,-5.9190865,5.9190865
25.671133,28.368382,99.457373,16.545891,12.670278,-3.8756132,3.8756132
29.88464,21.28905,100.11531,16.264833,13.118954,-3.1458797,3.1458797
22.496141,21.953396,99.584364,18.172396,12.47448,-5.697916,5.697916
32.452512,14.241847,100.6519,18.565071,14.62094,-3.9441309,3.9441309
21.374474,28.545341,99.138444,14.218623,12.523931,-1.6946926,1.6946926
21.64303,24.220877,99.372835,20.609795,12.47883,-8.1309643,8.1309643
31.363587,17.92518,100.32709,17.177425,14.521584,-2.6558418,2.6558418
23.628169,19.298726,99.741567,15.276621,12.834689,-2.4419317,2.4419317
33.375319,10.249818,100.8361,18.054764,14.670359,-3.3844051,3.3844051
22.303255,29.870879,99.03877,5.9608216,12.597341,6.636519,6.636519
25.287617,16.282258,99.960137,20.268869,14.279791,-5.9890785,5.9890785
33.437342,9.1126641,100.86815,19.442812,14.470826,-4.9719858,4.9719858
21.329906,25.0337,99.212655,18.32585,12.530628,-5.7952213,5.7952213
28.207959,11.48611,100.38658,11.83875,14.546137,2.707387,2.707387
26.700582,13.891272,100.14842,16.045712,14.459827,-1.5858841,1.5858841
21.094573,26.164966,99.109741,17.813272,12.555309,-5.2579632,5.2579632
33.293917,11.389388,100.70607,18.08041,14.708295,-3.3721151,3.3721151
30.750368,8.5944399,100.68911,18.782804,14.43652,-4.3462849,4.3462849
31.6344,8.0065883,100.76428,20.460934,14.358986,-6.1019478,6.1019478
24.034814,18.444602,99.700271,16.057846,13.094419,-2.9634275,2.9634275
27.194386,26.507678,99.461129,25.164,12.689299,-12.474701,12.474701
27.729269,25.584703,99.538477,27.211773,12.666236,-14.545537,14.545537
32.313518,15.270041,100.3894,21.131756,14.588494,-6.5432615,6.5432615
26.592616,27.558026,99.324922,21.124865,12.66283,-8.4620342,8.4620342
29.89481,9.1987191,100.52046,16.241669,14.536457,-1.7052116,1.7052116
21.462575,29.561271,98.838267,9.8294086,12.565058,2.7356491,2.7356491
28.236171,24.664212,99.545094,26.898565,12.619735,-14.278831,14.278831
33.485387,7.9796385,100.78542,21.112356,14.340888,-6.7714682,6.7714682
21.774935,23.428686,99.165921,22.715771,12.517035,-10.198736,10.198736
32.563068,7.4220018,100.73624,21.544073,14.312608,-7.2314653,7.2314653
23.067343,20.234262,99.401148,17.649967,12.609885,-5.040082,5.040082
33.232721,12.49428,100.46946,18.029705,14.700596,-3.3291092,3.3291092
31.166089,18.83532,99.974711,16.439394,14.529316,-1.910078,1.910078
23.777917,30.095808,98.873575,6.0580602,12.67276,6.6146998,6.6146998
24.689537,17.006067,99.606403,17.795408,14.111811,-3.6835976,3.6835976
28.77983,23.808747,99.501623,22.781105,12.593228,-10.187877,10.187877
32.16894,16.286234,100.12327,19.084457,14.551023,-4.5334339,4.5334339
29.085089,9.8459622,100.26415,13.249516,14.610059,1.3605423,1.3605423
22.011278,22.619776,99.104773,22.026485,12.498882,-9.5276031,9.5276031
27.498289,12.212243,100.00947,13.189368,14.495584,1.3062153,1.3062153
30.488723,20.424845,99.756371,18.568691,13.812158,-4.7565336,4.7565336
26.068312,14.665004,99.776257,17.54578,14.343243,-3.2025375,3.2025375
20.668352,27.961677,98.64737,18.325932,12.492896,-5.8330355,5.8330355
20.714691,27.015728,98.699084,20.196077,12.517172,-7.6789055,7.6789055
33.557063,6.8026072,100.63617,19.665329,14.276434,-5.388895,5.388895
29.329854,22.915472,99.448031,18.580994,12.780044,-5.8009501,5.8009501
22.927271,30.422672,98.613573,5.9544005,12.639899,6.6854987,6.6854987
33.150873,13.57447,100.16458,16.766737,14.636806,-2.1299314,2.1299314
22.595068,21.107469,99.047391,20.706951,12.515019,-8.1919317,8.1919317
34.33604,8.590103,100.49304,19.575384,14.368944,-5.20644,5.20644
25.541197,29.163062,98.789278,14.665248,12.705652,-1.9595957,1.9595957
21.83336,30.411558,98.469844,6.2959495,12.606403,6.3104539,6.3104539
20.655835,29.027871,98.457342,14.623004,12.511264,-2.1117401,2.1117401
24.679634,29.845729,98.674332,10.400451,12.694746,2.2942953,2.2942953
30.929817,19.589634,99.639616,17.623095,14.40709,-3.2160044,3.2160044
34.223195,9.6897588,100.39163,18.475138,14.505654,-3.9694834,3.9694834
31.662533,6.9935191,100.36418,19.957348,14.285508,-5.6718397,5.6718397
34.442594,7.5144245,100.50742,19.272213,14.318923,-4.95329,4.95329
28.333801,10.548202,99.929316,11.016789,14.549595,3.5328054,3.5328054
30.821703,7.6163869,100.25012,19.250708,14.303404,-4.9473038,4.9473038
24.154769,17.748829,99.255222,16.005739,13.666821,-2.3389177,2.3389177
32.527247,6.3771027,100.40592,20.175936,14.284953,-5.8909826,5.8909826
29.838725,22.046757,99.373751,15.994964,13.046863,-2.948101,2.948101
31.939832,17.258297,99.76972,17.82242,14.567387,-3.2550335,3.2550335
34.079641,5.9668737,100.49634,15.969922,14.123647,-1.8462753,1.8462753
34.659899,6.5391292,100.49476,15.4292,14.155078,-1.2741222,1.2741222
25.489137,15.447741,99.405419,19.673649,14.168423,-5.5052261,5.5052261
34.092979,10.774751,100.19578,17.671787,14.709004,-2.9627829,2.9627829
26.848792,12.980098,99.595366,14.096498,14.508689,0.41219139,0.41219139
30.006338,8.2602984,100.04279,17.71797,14.381156,-3.3368139,3.3368139
33.306703,5.730928,100.38014,18.427473,14.128442,-4.2990313,4.2990313
30.258396,21.263685,99.332593,16.330868,13.470581,-2.8602867,2.8602867
32.987905,14.615471,99.833913,17.279154,14.641588,-2.6375656,2.6375656
34.849809,5.5746209,100.43297,13.713155,14.04276,0.3296051,0.3296051
26.34246,28.481153,98.627609,18.07135,12.727087,-5.3442631,5.3442631
23.711857,18.586129,98.9682,17.890656,12.98754,-4.9031153,4.9031153
21.148793,24.122623,98.492295,23.899189,12.51881,-11.380379,11.380379
28.241194,25.263858,98.888951,25.146904,12.667202,-12.479702,12.479702
34.079421,5.1079764,100.35908,14.891435,14.030089,-0.86134529,0.86134529
20.70838,25.260421,98.368144,22.098438,12.53089,-9.5675488,9.5675488
20.795557,30.151037,98.081638,12.344133,12.573991,0.22985744,0.22985744
22.101366,21.955488,98.59648,23.644836,12.490788,-11.154048,11.154048
31.647981,18.176558,99.414543,18.162258,14.544871,-3.6173868,3.6173868
29.243095,8.9386042,99.755329,15.316368,14.510542,-0.80582619,0.80582619
27.661278,11.297505,99.517182,10.520736,14.558576,4.0378399,4.0378399
33.964031,11.845821,99.889967,17.977064,14.706073,-3.2709913,3.2709913
27.356647,27.047309,98.61837,24.050486,12.732307,-11.318178,11.318178
34.906248,4.6126191,100.3283,13.47293,14.195742,0.7228117,0.7228117
24.957399,16.236536,99.03853,19.755892,14.093548,-5.662344,5.662344
20.38201,26.29665,98.186223,22.148155,12.498634,-9.6495209,9.6495209
23.288571,19.465704,98.728416,21.066807,12.608254,-8.4585524,8.4585524
22.346993,30.927316,98.02484,6.7225585,12.649997,5.9274383,5.9274383
26.263034,13.795584,99.181869,14.689817,14.423137,-0.26668072,0.26668072
32.699094,15.590913,99.490666,20.022137,14.597056,-5.4250803,5.4250803
23.938538,30.61166,98.09809,9.0433741,12.700253,3.6568785,3.6568785
35.368477,7.0952318,100.12195,16.136356,14.213892,-1.9224644,1.9224644
20.122536,27.316834,98.01662,21.957523,12.469833,-9.48769,9.48769
35.553567,6.120627,100.17553,14.292453,14.100908,-0.19154453,0.19154453
32.478,5.3752519,100.01034,17.148914,14.145206,-3.0037079,3.0037079
31.670676,6.0037804,99.920478,17.00844,14.270557,-2.7378826,2.7378826
35.191324,8.0945059,100.02644,18.352844,14.369732,-3.9831123,3.9831123
33.280465,4.7513244,100.07712,15.091951,14.064512,-1.0274391,1.0274391
19.993376,28.348908,97.91223,19.132599,12.482843,-6.6497555,6.6497555
35.682727,5.1359069,100.18342,14.675938,14.221061,-0.4548769,0.4548769
34.10905,4.1685406,100.131,13.668543,14.191006,0.52246284,0.52246284
27.85824,26.134844,98.520952,26.358978,12.740584,-13.618394,13.618394
30.911227,6.6780999,99.752982,17.622473,14.263078,-3.359395,3.359395
21.58178,22.942485,98.254046,26.182728,12.529768,-13.65296,13.65296
35.012694,9.1273809,99.862158,18.677118,14.398023,-4.2790956,4.2790956
28.537767,9.6626144,99.409632,12.6576,14.592784,1.9351835,1.9351835
31.320336,19.045331,99.070964,18.240713,14.539773,-3.7009401,3.7009401
33.78962,12.889838,99.561924,17.422857,14.661243,-2.7616138,2.7616138
23.073608,31.008061,97.876166,7.4400754,12.692796,5.2527204,5.2527204
34.973894,3.6476023,100.14026,14.11605,14.159986,0.043936729,0.043936729
29.197823,23.508736,98.681304,21.401861,12.703993,-8.6978683,8.6978683
28.711432,24.454822,98.582066,25.676325,12.619855,-13.05647,13.05647
35.763215,4.1527853,100.1396,15.164105,14.171645,-0.99246025,0.99246025
19.973359,29.384882,97.730903,16.533672,12.497554,-4.0361185,4.0361185
21.497886,31.022155,97.730903,9.716301,12.618248,2.901947,2.901947
24.46257,17.04354,98.680079,18.006842,13.838129,-4.1687126,4.1687126
22.842571,20.344278,98.370835,23.555326,12.551359,-11.003967,11.003967
26.04951,29.151309,98.089068,16.278772,12.735443,-3.5433292,3.5433292
25.447048,29.734369,98.012269,13.914546,12.738777,-1.1757689,1.1757689
30.92767,19.907583,98.887646,19.681133,14.370069,-5.3110647,5.3110647
32.411365,16.554182,99.15074,19.349064,14.571242,-4.7778215,4.7778215
30.173457,7.3848568,99.49156,18.653629,14.287659,-4.3659706,4.3659706
34.801269,10.150692,99.628087,18.1486,14.54078,-3.6078196,3.6078196
24.80851,30.298962,97.877437,11.907872,12.721177,0.8133049,0.8133049
27.064428,12.087096,99.016159,11.853191,14.498705,2.6455135,2.6455135
25.769902,14.658908,98.785225,16.873335,14.240799,-2.6325359,2.6325359
27.03635,27.826195,98.142465,21.077658,12.764927,-8.3127308,8.3127308
30.569895,20.76384,98.741445,19.992125,13.966645,-6.0254793,6.0254793
35.854657,3.1812076,100.03347,15.428718,14.125141,-1.3035765,1.3035765
33.496106,13.908725,99.210938,17.264088,14.664155,-2.5999327,2.5999327
34.175622,3.2293946,99.825842,14.266517,14.130079,-0.13643742,0.13643742
24.056578,17.90623,98.356295,19.028324,13.540191,-5.4881334,5.4881334
27.9098,10.430444,99.009793,10.408873,14.550274,4.1414013,4.1414013
30.190215,21.674524,98.543723,16.476572,13.31452,-3.1620522,3.1620522
29.681032,22.606269,98.45717,19.385031,13.057754,-6.3272772,6.3272772
19.985421,30.243048,97.408837,15.046461,12.537574,-2.5088873,2.5088873
33.331776,3.8125293,99.712716,13.875375,14.168653,0.29327774,0.29327774
35.056803,2.6934961,99.882182,14.849039,14.106506,-0.74253273,0.74253273
36.500742,4.6694081,99.864699,15.387056,14.177783,-1.2092733,1.2092733
36.373328,5.6575371,99.781398,14.801568,14.214295,-0.58727264,0.58727264
36.596649,3.67395,99.889864,15.727166,14.125937,-1.6012297,1.6012297
29.470743,8.1049429,99.182705,17.739168,14.360612,-3.3785563,3.3785563
28.356123,25.292417,98.162444,24.995359,12.719368,-12.275991,12.275991
32.533215,4.4505654,99.562737,15.104046,14.07214,-1.0319061,1.0319061
34.592067,11.156559,99.32704,17.418819,14.652351,-2.766468,2.766468
36.054891,2.280734,99.892325,15.065087,14.112532,-0.95255566,0.95255566
22.3839,21.205811,97.968787,23.899677,12.490249,-11.409429,11.409429
36.187749,6.6259828,99.656525,14.979744,14.103942,-0.87580204,0.87580204
32.038852,17.475126,98.779157,19.250784,14.594816,-4.6559677,4.6559677
20.515143,30.990968,97.289414,13.358506,12.54805,-0.81045628,0.81045628
25.328003,15.517713,98.422217,19.956003,14.154954,-5.8010492,5.8010492
31.772965,5.1123688,99.372881,15.873013,14.144808,-1.7282057,1.7282057
36.725102,2.7058235,99.815504,15.75481,14.116691,-1.6381197,1.6381197
35.962654,7.5940517,99.481347,16.760088,14.370498,-2.3895903,2.3895903
23.673787,18.796852,98.051321,22.343929,12.771344,-9.5725851,9.5725851
26.558373,12.951129,98.534828,12.681225,14.515737,1.8345118,1.8345118
33.175754,14.876968,98.850952,17.339975,14.663218,-2.6767569,2.6767569
20.245509,25.629608,97.416267,25.171104,12.488732,-12.682372,12.682372
20.673081,24.60771,97.48512,25.660887,12.540005,-13.120882,13.120882
22.454402,31.482809,97.223812,9.7405958,12.698935,2.9583387,2.9583387
19.845722,26.627055,97.31206,24.657751,12.453524,-12.204227,12.204227
31.038289,5.8017142,99.159613,15.642807,14.259726,-1.3830814,1.3830814
19.536238,27.662686,97.212478,22.948212,12.483619,-10.464593,10.464593
28.81723,8.8519846,98.83481,15.4077,14.426937,-0.98076248,0.98076248
29.35454,23.189462,98.080665,20.72957,12.908021,-7.8215494,7.8215494
19.367733,28.704345,97.12612,19.957808,12.523428,-7.4343796,7.4343796
26.586305,28.668244,97.586648,19.1719,12.783976,-6.3879242,6.3879242
35.709543,8.5657621,99.255874,18.466629,14.386719,-4.0799103,4.0799103
23.596849,31.244376,97.22174,9.3355885,12.706035,3.3704462,3.3704462
31.623157,18.374054,98.44081,19.590696,14.480084,-5.1106119,5.1106119
21.170874,23.662585,97.463402,26.750757,12.515149,-14.235608,14.235608
27.380492,11.235329,98.539327,9.6161861,14.559749,4.9435625,4.9435625
21.939024,22.083422,97.576047,23.598156,12.509832,-11.088324,11.088324
37.35491,3.129327,99.608566,14.004898,14.113518,0.10861969,0.10861969
24.892845,16.374792,98.072628,19.868793,13.941041,-5.9277525,5.9277525
35.05202,1.7297157,99.530371,15.804297,14.097701,-1.7065964,1.7065964
19.333634,29.731315,96.975694,17.164944,12.553059,-4.6118851,4.6118851
34.272854,2.3281476,99.431201,16.284649,14.0909,-2.1937485,2.1937485
37.271817,4.1592925,99.522345,13.532246,14.129891,0.59764576,0.59764576
24.53049,30.803591,97.205952,11.010563,12.748667,1.7381039,1.7381039
23.260183,19.669808,97.71697,23.452017,12.517291,-10.934726,10.934726
30.388002,6.5482732,98.877983,17.541943,14.266741,-3.2752018,3.2752018
33.460206,2.93109,99.261759,14.948489,14.102987,-0.8455019,0.8455019
21.321749,31.667544,96.896456,12.509976,12.674979,0.16500282,0.16500282
29.036821,23.788179,97.823833,21.527243,12.839874,-8.6873684,8.6873684
35.429774,9.5262869,98.995826,19.033386,14.413512,-4.619874,4.619874
34.361728,12.149153,98.782099,17.056305,14.645366,-2.4109392,2.4109392
37.140542,5.1587358,99.339405,13.352182,14.192602,0.84041977,0.84041977
32.738175,15.796064,98.465631,20.36054,14.620462,-5.740078,5.740078
26.128307,13.893401,98.132265,13.836983,14.420256,0.58327293,0.58327293
26.03554,29.474867,97.267192,15.751699,12.80354,-2.9481592,2.9481592
25.348268,30.202809,97.182551,13.402461,12.795878,-0.60658264,0.60658264
27.57536,26.904677,97.496019,25.536507,12.774657,-12.761849,12.761849
31.203733,19.280072,98.123918,19.095331,14.430547,-4.6647844,4.6647844
28.230859,9.6341398,98.455556,12.762416,14.603339,1.8409233,1.8409233
32.674645,3.5757943,99.046613,14.654206,14.19089,-0.46331596,0.46331596
19.501385,30.796667,96.705879,14.45588,12.571464,-1.8844166,1.8844166
24.521511,17.263626,97.758575,19.572813,13.663022,-5.909791,5.909791
21.589787,22.85508,97.259613,25.029028,12.534935,-12.494093,12.494093
30.774228,20.157014,97.982697,19.192488,14.168024,-5.0244637,5.0244637
33.951492,13.213795,98.55278,16.155243,14.636513,-1.5187302,1.5187302
36.925256,6.1168604,99.130922,13.732812,14.262907,0.5300951,0.5300951
30.359786,21.046575,97.861798,18.590595,13.555669,-5.0349264,5.0349264
29.74791,7.3113661,98.55958,18.396555,14.291168,-4.1053867,4.1053867
28.074557,25.78018,97.431952,26.192919,12.7835,-13.409419,13.409419
35.12529,10.461253,98.717425,18.253029,14.486818,-3.7662106,3.7662106
37.945981,3.5525271,99.270059,10.512476,14.118555,3.6060791,3.6060791
22.855943,20.547722,97.327161,21.378836,12.54043,-8.8384056,8.8384056
31.934325,4.2554665,98.802284,14.672262,14.05192,-0.62034225,0.62034225
32.30547,16.705753,98.12259,20.853817,14.586676,-6.2671413,6.2671413
28.543395,24.668531,97.43257,24.04142,12.70089,-11.34053,11.34053
20.249376,31.711207,96.499469,12.397673,12.582729,0.18505669,0.18505669
25.762446,14.834757,97.77647,16.587898,14.259752,-2.328146,2.328146
29.907607,21.93077,97.650315,16.219124,13.225223,-2.9939013,2.9939013
36.640461,7.0562178,98.88373,15.385119,14.106584,-1.2785358,1.2785358
24.165988,18.166613,97.447923,20.002146,13.474789,-6.5273571,6.5273571
27.74129,10.432581,98.064785,10.354882,14.569207,4.214325,4.214325
34.825872,11.288807,98.440982,16.958839,14.554257,-2.404582,2.404582
