x,y,z,map_dist,map_valid,wss_cfd,wss_pred,err_wss,abs_err_wss
-1.0198359,8.5576077,-196.62852,5.4761635e-06,1,1.022035,1.3689956,0.34696066,0.34696066
0.91052347,8.3556337,-198.10062,6.5375511e-06,1,0.92525908,1.3626894,0.43743034,0.43743034
3.2013535,6.7950969,-201.77713,1.0170285e-05,1,1.1964268,1.3587894,0.16236263,0.16236263
-7.1881676,0.050305076,-199.79039,1.6655439e-06,1,1.2266215,1.3541964,0.12757495,0.12757495
-7.0133967,-1.0044883,-200.71506,7.3970533e-06,1,1.3129792,1.3491722,0.036192925,0.036192925
-8.2298956,2.2819576,-196.11115,5.1167289e-06,1,1.1495117,1.375983,0.22647131,0.22647131
-8.0349379,1.0898972,-197.32564,2.6238856e-06,1,1.1541479,1.3718222,0.21767434,0.21767434
-2.8499765,8.5342245,-194.84865,8.098817e-06,1,1.1683665,1.3740174,0.20565087,0.20565087
-7.9581752,4.5559139,-194.43898,7.9257396e-07,1,1.1694028,1.3768046,0.20740176,0.20740176
1.0810888,8.8253536,-196.82384,2.8009132e-06,1,0.93088206,1.370585,0.43970297,0.43970297
-0.021971624,8.9537363,-196.18341,1.1215076e-06,1,0.98800327,1.3726584,0.3846551,0.3846551
1.8864696,8.0546064,-198.90727,2.4599661e-06,1,0.92545359,1.3605965,0.43514288,0.43514288
2.7385406,7.6234474,-199.77934,7.5602006e-06,1,1.0061459,1.3602209,0.35407503,0.35407503
3.5278552,7.1422143,-200.62752,1.2309065e-05,1,1.1217913,1.362062,0.24027062,0.24027062
-7.8001719,-0.083092995,-198.43845,4.127018e-06,1,1.2137321,1.3638685,0.15013643,0.15013643
-6.8208251,-1.9857142,-201.58067,6.9474541e-06,1,1.371945,1.3455646,-0.026380468,0.026380468
-8.5610962,3.2109308,-194.67081,7.0238817e-06,1,1.1723224,1.377785,0.2054626,0.2054626
-4.978353,7.7005849,-193.80309,4.7522204e-06,1,1.2656691,1.3769187,0.11124964,0.11124964
-6.3557968,6.8086634,-193.61389,8.5483857e-06,1,1.2352645,1.3784862,0.14322166,0.14322166
-3.775821,8.4491329,-193.80371,1.0950394e-05,1,1.2614141,1.3781913,0.1167772,0.1167772
-7.8583403,5.72296,-193.07413,2.8045924e-06,1,1.1667772,1.3806587,0.21388159,0.21388159
-1.6056603,9.1760645,-194.53535,4.7912959e-06,1,1.1317037,1.3777268,0.24602312,0.24602312
-0.9975543,8.9545307,-195.62781,2.3933315e-06,1,1.0470287,1.3737764,0.32674768,0.32674768
2.2114611,8.5103788,-197.56673,6.6861807e-06,1,0.89358224,1.3678561,0.47427389,0.47427389
4.2862935,6.6426311,-201.41505,5.7914929e-06,1,1.240029,1.363816,0.12378707,0.12378707
-7.5185013,-1.1558425,-199.46835,6.7666247e-06,1,1.2918395,1.3563788,0.064539342,0.064539342
-7.27457,-2.1376069,-200.39647,2.1153382e-05,1,1.3481247,1.3514204,0.0032957462,0.0032957462
-8.8809099,1.8908461,-194.83167,5.0144612e-06,1,1.1938848,1.3805297,0.18664495,0.18664495
-8.6626034,0.81846529,-195.8712,9.5202716e-06,1,1.1969817,1.3788954,0.18191366,0.18191366
-8.3416348,-0.3740924,-196.97482,7.5913469e-06,1,1.2414849,1.3729293,0.13144442,0.13144442
-2.6822755,9.1413212,-193.62492,4.0331158e-06,1,1.2514751,1.3808718,0.12939673,0.12939673
-8.8867741,4.109272,-193.1763,1.001559e-05,1,1.1624622,1.3767246,0.21426248,0.21426248
2.3717926,8.9652395,-196.08789,1.0638945e-05,1,0.91117232,1.3748974,0.46372509,0.46372509
1.0150682,9.2341576,-195.47701,5.120894e-06,1,0.98677616,1.3769265,0.39015032,0.39015032
-0.26176205,9.3113794,-194.99312,2.2167254e-06,1,1.0509214,1.3777715,0.32685009,0.32685009
3.1225314,8.0214567,-198.48389,1.3309055e-05,1,0.92823089,1.3661982,0.43796729,0.43796729
3.8656638,7.466589,-199.44339,1.0184875e-05,1,1.0354707,1.3654668,0.32999609,0.32999609
4.612021,6.9304533,-200.25488,2.9079463e-06,1,1.1588892,1.3657598,0.20687055,0.20687055
-7.9760394,-1.3920577,-198.10732,5.35612e-06,1,1.300026,1.3655525,0.065526516,0.065526516
-7.0283189,-3.0892322,-201.25626,1.4077704e-05,1,1.3762788,1.3479412,-0.028337642,0.028337642
-9.4108553,2.3225873,-193.2639,1.0783745e-06,1,1.2084906,1.3805791,0.17208848,0.17208848
-5.7734184,7.8326306,-192.51193,1.2412222e-05,1,1.264592,1.3821619,0.1175698,0.1175698
-4.5885987,8.4558544,-192.75015,7.4587077e-06,1,1.3023684,1.3829393,0.080570957,0.080570957
-7.1221294,7.1237311,-192.05232,2.9645628e-06,1,1.1862394,1.3818268,0.19558738,0.19558738
-3.5637903,9.0563364,-192.72218,3.7162895e-06,1,1.3297414,1.3845428,0.054801401,0.054801401
-9.0964355,5.0615883,-191.76306,1.9654328e-06,1,1.1139883,1.3702892,0.25630094,0.25630094
-1.5460221,9.6757689,-192.97768,6.4152887e-06,1,1.2958613,1.38589,0.090028744,0.090028744
3.8161912,8.36444,-196.93808,5.059544e-07,1,0.88132604,1.3729562,0.49163018,0.49163018
5.3384819,6.3756456,-201.02257,2.278202e-06,1,1.2786611,1.3661045,0.087443408,0.087443408
-7.6396394,-2.3094819,-199.14992,7.7800443e-06,1,1.3503046,1.3593695,0.0090649572,0.0090649572
-7.3737383,-3.2649937,-200.01802,1.0695484e-05,1,1.3747063,1.3545208,-0.020185472,0.020185472
-9.1831665,0.70282137,-194.29852,7.0570773e-06,1,1.2474864,1.3838119,0.13632552,0.13632552
-8.8030672,-0.62972832,-195.41789,2.6803357e-06,1,1.2893119,1.3807463,0.091434409,0.091434409
-8.3376617,-1.9464729,-196.60054,9.8798837e-06,1,1.3561699,1.3743068,0.018136908,0.018136908
-8.379508,6.4258804,-191.27274,4.563452e-06,1,1.0956667,1.3725324,0.27686576,0.27686576
-2.6756656,9.4989672,-192.52951,1.0540686e-05,1,1.3630082,1.387275,0.024266727,0.024266727
-9.7371798,3.5366256,-191.75526,5.7524492e-06,1,1.1595728,1.3678406,0.20826773,0.20826773
-0.59268951,9.5810328,-193.88329,4.7400437e-06,1,1.1550327,1.3825524,0.22751978,0.22751978
3.7954595,8.9455957,-195.0031,7.5598627e-06,1,0.9360646,1.3790757,0.44301113,0.44301113
2.1675723,9.4176311,-194.47258,1.0050832e-05,1,1.0235754,1.3810537,0.35747826,0.35747826
0.68387592,9.6089172,-194.09259,8.4110361e-07,1,1.1007506,1.3828905,0.28213993,0.28213993
4.2447729,7.750423,-198.2701,5.8804079e-06,1,0.95518122,1.368908,0.41372679,0.41372679
4.9469619,7.2033486,-199.03963,3.2448396e-06,1,1.0711123,1.3677259,0.29661359,0.29661359
5.6440229,6.6269121,-199.87686,1.8431591e-05,1,1.1969786,1.3672786,0.17029996,0.17029996
-7.9360652,-2.4837918,-197.95804,3.5845844e-06,1,1.3719006,1.3668827,-0.0050178779,0.0050178779
-7.0448885,-4.2186966,-200.86845,4.0126607e-06,1,1.3748274,1.3511953,-0.023632147,0.023632147
-9.6442099,0.59037733,-192.67525,3.0022988e-06,1,1.316344,1.389294,0.07294998,0.07294998
-5.1733437,8.6544495,-191.61334,7.7426871e-06,1,1.2982363,1.3867974,0.088561129,0.088561129
-6.3591108,8.1642838,-191.14459,2.404132e-06,1,1.2031006,1.3825805,0.17947996,0.17947996
-4.2229977,9.031271,-191.91969,1.3075028e-05,1,1.3534565,1.3883953,0.034938758,0.034938758
-7.6568675,7.6181879,-190.48444,4.026549e-06,1,1.0991564,1.3731188,0.27396233,0.27396233
-3.3742878,9.5475664,-191.57526,3.6668663e-06,1,1.4150311,1.3913172,-0.023713844,0.023713844
-10.0217,1.9162621,-191.45331,8.159704e-06,1,1.2525273,1.3778719,0.12534459,0.12534459
-9.9526482,4.5888815,-190.44244,6.1914603e-06,1,1.1055969,1.3601199,0.25452301,0.25452301
-9.3231649,5.7866168,-190.48349,4.517058e-07,1,1.0718514,1.3635714,0.29171992,0.29171992
-2.1586802,9.8363838,-191.69431,4.7530272e-06,1,1.4429173,1.3916445,-0.051272729,0.051272729
-0.014717198,9.9008827,-192.78006,1.9855979e-05,1,1.274622,1.3881896,0.11356758,0.11356758
5.3511186,8.1601086,-195.6687,8.8954013e-06,1,0.89785741,1.3808958,0.4830384,0.4830384
5.3962131,7.5136175,-197.54782,8.9807712e-06,1,0.96773715,1.3730902,0.40535305,0.40535305
6.3878784,6.0483942,-200.60994,2.0886543e-06,1,1.3108859,1.3674767,0.056590785,0.056590785
-7.63446,-3.4063816,-198.69638,1.9564428e-05,1,1.3952511,1.3622275,-0.033023511,0.033023511
-7.296803,-4.3984222,-199.53894,8.0929208e-07,1,1.3922117,1.3578003,-0.034411339,0.034411339
-9.1805372,-0.77722842,-193.77551,7.7400213e-06,1,1.3479301,1.3866479,0.038717726,0.038717726
-8.7007122,-2.0443568,-194.84885,3.6229713e-06,1,1.3959852,1.3830957,-0.012889504,0.012889504
-7.9364104,-3.3743014,-197.26312,1.2563955e-05,1,1.4273731,1.3707484,-0.056624702,0.056624702
-8.9477282,6.9685431,-189.58688,6.4984448e-06,1,1.0309035,1.3647297,0.33382617,0.33382617
-10.380509,3.1260605,-190.17325,8.4895192e-06,1,1.17878,1.3623096,0.18352957,0.18352957
-0.88973576,10.046593,-191.60461,4.3445282e-06,1,1.4550035,1.3932077,-0.06179586,0.06179586
3.3711317,9.4780664,-193.151,1.1011035e-05,1,1.1165662,1.3842886,0.26772242,0.26772242
5.3526602,8.7384892,-193.4854,7.3441528e-06,1,1.0282851,1.3851332,0.35684809,0.35684809
1.6271144,9.8341961,-192.81647,2.8820042e-06,1,1.2131331,1.3877651,0.17463206,0.17463206
5.8820376,6.8822584,-198.76903,2.6361799e-06,1,1.1074992,1.3696453,0.26214604,0.26214604
6.6578951,6.2862167,-199.38815,6.9749867e-06,1,1.2290969,1.3698591,0.14076223,0.14076223
-6.8537331,-5.3510437,-200.42046,4.3272531e-06,1,1.3702168,1.3553296,-0.014887185,0.014887185
-9.4578218,-1.0075556,-192.13275,2.0293717e-06,1,1.429013,1.3936253,-0.035387736,0.035387736
-9.9675961,0.24282093,-190.94576,5.1154736e-06,1,1.4021723,1.3948829,-0.0072893191,0.0072893191
-8.2093868,-3.2952394,-195.74861,2.176286e-06,1,1.452909,1.3797468,-0.073162167,0.073162167
-4.4378791,9.3224201,-190.93246,5.4959697e-06,1,1.3563175,1.3923264,0.036008871,0.036008871
-5.5415568,9.0240498,-190.39656,2.1658267e-06,1,1.2360965,1.3894339,0.15333746,0.15333746
-6.7441397,8.6396322,-189.76637,7.3329445e-06,1,1.0994155,1.3820562,0.28264066,0.28264066
-7.9545145,8.2031527,-189.01193,2.6152934e-06,1,1.0162133,1.3764948,0.36028155,0.36028155
-2.7416384,9.8945866,-190.79822,2.3986909e-06,1,1.4631297,1.3956186,-0.067511096,0.067511096
-10.468589,1.5164026,-189.70511,1.8667641e-05,1,1.3234195,1.3802205,0.056801026,0.056801026
-9.9715605,5.6727061,-189.30791,3.1162961e-06,1,1.0569659,1.3629155,0.3059496,0.3059496
-10.580239,4.2898211,-189.01802,9.4663872e-06,1,1.1384672,1.3619226,0.22345542,0.22345542
-1.7580532,10.131848,-190.539,1.502811e-06,1,1.5070782,1.3979265,-0.10915173,0.10915173
0.70149314,10.119552,-191.35129,7.8728867e-06,1,1.4294458,1.3945443,-0.034901492,0.034901492
6.8830299,7.6639767,-194.5177,1.0218187e-05,1,0.95238584,1.3914463,0.43906049,0.43906049
6.7431297,7.1983962,-196.42474,6.3547948e-06,1,0.96013008,1.384483,0.42435294,0.42435294
7.4551029,5.6196833,-200.15694,3.5005016e-06,1,1.3483025,1.3707133,0.022410845,0.022410845
-7.4719825,-4.4858007,-198.08347,6.0684279e-06,1,1.4376949,1.3659434,-0.071751454,0.071751454
-7.0031729,-5.5234585,-198.98216,2.7424933e-06,1,1.412958,1.3622965,-0.050661502,0.050661502
-8.9480486,-2.1880522,-193.22281,1.1304661e-05,1,1.4493715,1.3897393,-0.059632187,0.059632187
-8.422473,-3.3355112,-194.18806,5.6410249e-06,1,1.4839217,1.388044,-0.095877723,0.095877723
-7.682384,-4.5091252,-196.54854,1.980116e-06,1,1.4861444,1.3753973,-0.11074714,0.11074714
-3.6431141,9.7888479,-190.35028,1.5220687e-06,1,1.3973041,1.3968849,-0.00041922195,0.00041922195
-8.9821205,7.8326969,-188.0986,2.4034471e-06,1,0.97245531,1.3846969,0.41224158,0.41224158
-10.857309,2.7679732,-188.54384,8.5234283e-06,1,1.2572007,1.3707344,0.11353379,0.11353379
-9.8522692,6.7163243,-188.23004,1.5931032e-06,1,1.0106567,1.377119,0.36646231,0.36646231
-0.46415329,10.333414,-190.16034,1.2513705e-06,1,1.5131483,1.4012782,-0.11187016,0.11187016
2.6620967,9.9751301,-191.12172,8.3522295e-07,1,1.3440354,1.3954194,0.051384029,0.051384029
4.4142904,9.4528551,-191.8571,3.1015148e-06,1,1.1995964,1.3894681,0.18987161,0.18987161
7.1855779,7.9192176,-192.51973,9.6835555e-06,1,1.0814598,1.3992421,0.31778229,0.31778229
6.7363334,6.6823192,-198.01717,4.0368645e-06,1,1.0990381,1.3747029,0.27566485,0.27566485
7.7216797,5.8793883,-198.77631,6.1603964e-06,1,1.2451475,1.3757453,0.1305978,0.1305978
-6.4979997,-6.4655871,-199.93175,1.2773132e-05,1,1.3734606,1.3614978,-0.01196279,0.01196279
-9.0723448,-2.444592,-191.63985,3.3084169e-06,1,1.5113786,1.3951475,-0.11623111,0.11623111
-9.5998116,-1.3707254,-190.44333,8.9107418e-06,1,1.5303475,1.3977481,-0.13259941,0.13259941
-10.189122,-0.17587844,-189.157,1.2356036e-05,1,1.5172202,1.3932428,-0.12397738,0.12397738
-7.8537621,-4.500093,-195.00523,3.9642986e-06,1,1.5298575,1.3856829,-0.14417455,0.14417455
-4.6927829,9.6925163,-189.77168,2.9153635e-06,1,1.2617873,1.3976419,0.13585462,0.13585462
-5.8108191,9.4885912,-189.11269,3.9073687e-06,1,1.1039586,1.3956166,0.291658,0.291658
-6.9775395,9.1892195,-188.38823,9.4122352e-06,1,0.98353005,1.3947979,0.41126783,0.41126783
-8.1006041,8.8558035,-187.59831,1.7665797e-05,1,0.92556512,1.3998298,0.47426464,0.47426464
-2.735862,10.16617,-189.76585,6.147085e-06,1,1.4233102,1.4014239,-0.021886315,0.021886315
-10.784864,1.1021491,-187.89668,7.28348e-06,1,1.4384561,1.3854215,-0.053034593,0.053034593
-10.620279,5.4627934,-187.95024,2.0933267e-06,1,1.0855654,1.3744058,0.28884041,0.28884041
-11.088271,4.0312824,-187.50595,1.0752371e-06,1,1.2047794,1.3760138,0.17123439,0.17123439
-1.6533024,10.48143,-189.22789,3.3575438e-07,1,1.4247959,1.4056545,-0.019141412,0.019141412
1.1382381,10.400232,-189.67163,1.0996677e-05,1,1.4609909,1.4056197,-0.05537122,0.05537122
5.9585638,8.878252,-191.3071,1.6193282e-06,1,1.1740513,1.3974918,0.2234405,0.2234405
8.1301222,6.5796928,-195.47935,1.4873758e-05,1,0.98839958,1.3951481,0.40674857,0.40674857
8.3988056,6.8204074,-193.58414,3.2003337e-06,1,1.0486981,1.4040023,0.35530421,0.35530421
7.9181905,6.2153773,-197.23198,9.3710527e-06,1,1.0900695,1.3843011,0.29423165,0.29423165
8.589118,5.0940247,-199.65125,1.5215463e-05,1,1.3686364,1.3776399,0.0090034733,0.0090034733
-7.1073785,-5.6184468,-197.41342,8.554915e-06,1,1.4924237,1.3710728,-0.12135084,0.12135084
-6.4985194,-6.6404243,-198.36177,1.0696548e-05,1,1.4409051,1.3685273,-0.072377819,0.072377819
-8.5530806,-3.4229493,-192.69922,1.3178071e-06,1,1.5190161,1.3934415,-0.12557461,0.12557461
-7.9618068,-4.4527512,-193.53421,1.0248577e-05,1,1.5608652,1.3934481,-0.16741706,0.16741706
-7.176384,-5.6409121,-195.77415,1.4997355e-05,1,1.5738664,1.3817135,-0.19215294,0.19215294
-3.7892842,10.143165,-189.20712,2.9647963e-06,1,1.2862041,1.4034706,0.11726654,0.11726654
-9.7485085,7.5536575,-187.13957,1.2151656e-05,1,0.97050279,1.3989951,0.42849233,0.42849233
-9.105073,8.4879055,-186.72768,3.8529735e-06,1,0.91124377,1.4120911,0.50084731,0.50084731
-11.250927,2.465281,-186.85481,2.8187277e-06,1,1.332856,1.3831151,0.050259096,0.050259096
-10.483829,6.6380568,-186.85501,1.1606933e-06,1,1.0299699,1.3975503,0.3675804,0.3675804
-0.33509177,10.706228,-188.55522,1.6958317e-06,1,1.3811348,1.4122576,0.031122804,0.031122804
4.5097156,9.6779165,-190.08466,1.5832251e-05,1,1.2840874,1.401839,0.11775168,0.11775168
8.6577425,6.8359504,-191.62756,1.3478075e-05,1,1.1899545,1.4133762,0.22342166,0.22342166
7.5349932,7.9544482,-190.44687,2.1161656e-06,1,1.2030034,1.4109732,0.2079698,0.2079698
8.8987226,5.2892084,-198.12682,4.2354962e-06,1,1.273493,1.3841787,0.11068565,0.11068565
-5.9203386,-7.5796547,-199.38005,3.5752686e-06,1,1.3758187,1.3691785,-0.0066401857,0.0066401857
-9.0579643,-2.8585496,-190.04018,6.8394326e-06,1,1.6003753,1.39947,-0.20090523,0.20090523
-8.5292482,-3.7267804,-191.25255,1.1970639e-05,1,1.5713757,1.3987191,-0.17265656,0.17265656
-9.6295891,-1.824657,-188.69719,9.395645e-06,1,1.6681657,1.3909899,-0.27717585,0.27717585
-10.288598,-0.66809249,-187.27702,6.771646e-06,1,1.6479381,1.3841142,-0.26382387,0.26382387
-7.258275,-5.5654254,-194.18002,7.1294543e-06,1,1.6186773,1.3919893,-0.22668793,0.22668793
-4.8613605,10.139541,-188.5228,3.4446425e-06,1,1.0941519,1.406442,0.31229009,0.31229009
-5.9708242,10.019005,-187.79178,1.8625426e-06,1,0.94762422,1.4090997,0.46147545,0.46147545
-7.1468253,9.7477808,-187.07307,4.3747533e-06,1,0.86478477,1.414021,0.54923619,0.54923619
-8.2320414,9.4351606,-186.2903,1.1548041e-05,1,0.8390478,1.423527,0.58447923,0.58447923
-2.8495831,10.558109,-188.57001,2.7279497e-06,1,1.2591683,1.4096655,0.15049714,0.15049714
-11.038129,0.68698955,-185.9099,3.3900644e-06,1,1.483048,1.3917094,-0.091338671,0.091338671
-11.13566,5.3427978,-186.47801,2.0927578e-06,1,1.1261891,1.3932543,0.26706521,0.26706521
-11.524293,3.9059117,-185.92545,4.6514697e-06,1,1.2223233,1.3898498,0.16752649,0.16752649
-1.8020734,10.905578,-187.75325,1.6700118e-06,1,1.1950871,1.4175822,0.22249506,0.22249506
2.8908749,10.311685,-188.96805,2.0700947e-06,1,1.3496183,1.4133821,0.063763759,0.063763759
1.231666,10.815317,-187.76405,6.6610636e-06,1,1.2918561,1.4237515,0.13189546,0.13189546
6.2490821,9.0260372,-189.24356,1.0911992e-05,1,1.2331593,1.4125802,0.17942093,0.17942093
9.1847353,5.5083466,-196.46602,2.4881332e-06,1,1.1349293,1.3932957,0.25836636,0.25836636
9.4513903,5.6762123,-194.66429,1.8305264e-06,1,1.0944042,1.4045214,0.31011723,0.31011723
9.6950111,5.6910663,-192.77798,1.4659643e-05,1,1.1957757,1.4163455,0.22056973,0.22056973
9.7920122,4.4104748,-199.07104,1.4931615e-05,1,1.394733,1.3856381,-0.0090949202,0.0090949202
-6.4466414,-6.7254577,-196.65538,1.0489741e-05,1,1.5638733,1.3783874,-0.18548596,0.18548596
-5.7962289,-7.7793112,-197.67418,9.8877429e-06,1,1.4590647,1.3773985,-0.081666151,0.081666151
-8.0832233,-4.4053688,-192.27037,1.0671634e-05,1,1.5812528,1.3977076,-0.1835452,0.1835452
-7.3947897,-5.3539248,-192.65393,9.4563175e-06,1,1.648007,1.3991851,-0.24882197,0.24882197
-6.3846049,-6.7273955,-194.881,4.2913261e-06,1,1.7015116,1.3914077,-0.31010383,0.31010383
-3.9352355,10.528083,-188.13266,1.9975757e-05,1,1.1072926,1.4120096,0.30471698,0.30471698
-10.122938,7.8914204,-185.81029,2.5294883e-06,1,0.93775559,1.4219118,0.48415626,0.48415626
-9.2406425,9.0486717,-185.455,1.1844354e-05,1,0.85415322,1.431874,0.57772076,0.57772076
-11.659862,2.4296603,-185.1528,2.0552101e-06,1,1.2981747,1.3928965,0.094721862,0.094721862
-10.998407,6.6435513,-185.41141,2.5558216e-06,1,1.0294612,1.4184665,0.38900538,0.38900538
-0.48637637,11.185613,-186.74269,1.1837286e-06,1,1.1119976,1.4309577,0.31896017,0.31896017
4.710484,9.9458561,-188.05949,1.4174168e-05,1,1.2550387,1.4208003,0.16576153,0.16576153
8.9028559,6.7108684,-189.59378,1.0771763e-05,1,1.2851043,1.4245758,0.13947145,0.13947145
9.89785,5.4908423,-190.82704,8.4817711e-06,1,1.3372868,1.4247858,0.087498973,0.087498973
7.8343639,7.9208083,-188.32523,4.4828057e-06,1,1.2285882,1.4281573,0.19956906,0.19956906
10.123395,4.5138865,-197.4577,3.0351517e-06,1,1.3070067,1.392369,0.08536232,0.08536232
-5.1338077,-8.7679749,-198.74304,2.2510973e-06,1,1.3469474,1.3796149,0.032667549,0.032667549
